date,account_value,reward,daily_volatility,trade_count,window
2021-05-05,1068493.81387,6.84938144683838,26117.852514044,1,1
2021-05-06,1040416.30387,-2.80775094032288,25638.7861678491,0,1
2021-05-07,1024515.01387,-1.5901290178299,26077.2151972726,0,1
2021-05-08,1060288.81387,3.57737994194031,26707.1584226489,0,1
2021-05-09,1085954.05387,2.56652402877808,26407.741521014,0,1
2021-05-10,1035673.81387,-5.02802419662476,25269.4375761129,0,1
2021-05-11,1102643.02387,6.69692087173462,25612.364565465,0,1
2021-05-12,975859.36387,-12.6783657073975,22393.9514307239,0,1
2021-05-13,937213.81387,-3.86455488204956,22440.9926759951,0,1
2021-05-14,988921.72387,5.1707911491394,22437.7854833691,0,1
2021-05-15,924594.52387,-6.43272018432617,21089.5549030673,0,1
2021-05-16,926087.83387,0.149331003427506,20946.9602081087,0,1
2021-05-17,840345.58387,-8.57422542572022,19662.194767894,0,1
2021-05-18,833469.79387,-0.687578976154327,19319.8516318498,0,1
2021-05-19,549445.51387,-28.4024276733398,16664.2567535276,0,1
2021-05-20,641948.68387,9.25031661987305,18385.309035398,0,1
2021-05-21,535021.12387,-10.6927556991577,16932.7575524215,0,1
2021-05-22,491944.87387,-4.30762481689453,17061.8642870018,0,1
2021-05-23,427880.23387,-6.40646409988403,15798.849264598,0,1
2021-05-24,567233.95387,13.9353723526001,17608.1518677704,0,1
2021-05-25,563197.09387,-0.403685986995697,17374.734884144,0,1
2021-05-26,622240.27387,5.90431785583496,17758.946222966,0,1
2021-05-27,606667.18387,-1.55730903148651,17456.61717997,0,1
2021-05-28,539632.33387,-6.70348501205444,16188.2464100738,0,1
2021-05-29,500609.35387,-3.90229797363281,15724.6791918881,0,1
2021-05-30,534299.08387,3.36897301673889,16184.2113350643,0,1
2021-05-31,579853.24387,4.55541610717773,16867.8589751779,0,1
2021-06-01,594720.70387,1.48674595355988,16616.8099259381,0,1
2021-06-02,658965.85387,6.42451477050781,17003.5910028624,0,1
2021-06-03,703174.39387,4.42085409164429,17754.369529094,0,1
2021-06-04,641177.41387,-6.19969797134399,16661.7959941838,0,1
2021-06-05,640159.99387,-0.101741999387741,16055.7873718752,0,1
2021-06-06,646149.64387,0.598964989185333,16170.2523075368,0,1
2021-06-07,587451.07387,-5.86985683441162,15149.0935489905,0,1
2021-06-08,578491.21387,-0.895986020565033,15087.4858550809,0,1
2021-06-09,616299.85387,3.78086400032043,16945.7295641986,0,1
2021-06-10,577572.25387,-3.87276005744934,16646.2024486327,0,1
2021-06-11,567414.46387,-1.0157790184021,16981.9273319262,0,1
2021-06-12,564050.41387,-0.336405009031296,16138.0287093237,0,1
2021-06-13,600316.51387,3.62661004066467,17738.3971809788,0,1
2021-06-14,607520.50387,0.720399022102356,18426.1278467314,0,1
