date,account_value,reward,daily_volatility,window
2021-10-09,979930.8379,0.626940011978149,24994.6758963869,2
2021-10-10,938599.2379,-4.13316011428833,24896.8594040667,2
2021-10-11,959497.2379,2.08979988098145,26191.1700718981,2
2021-10-12,1031711.4379,7.22141981124878,25499.9258907015,2
2021-10-13,1093476.6379,6.17651987075806,26113.2329187943,2
2021-10-14,1097888.4379,0.441179990768433,26064.3817158939,2
2021-10-15,1102068.0379,0.417959988117218,28083.0998891413,2
2021-10-16,1081866.6379,-2.02013993263245,27718.5447434076,2
2021-10-17,1093708.8379,1.18421995639801,28020.9444118697,2
2021-10-18,1126216.8379,3.25079989433289,28266.0819016196,2
2021-10-19,1133647.2379,0.743040025234222,29305.9658083064,2
2021-10-20,1164297.6379,3.06504011154175,30051.5791208349,2
2021-10-21,1093708.8379,-7.05887985229492,28289.6638341761,2
2021-10-22,1113213.6379,1.95047998428345,27596.3389734073,2
2021-10-23,1127610.0379,1.43964004516602,27834.8272228312,2
2021-10-24,1105086.6379,-2.25234007835388,27650.8781481397,2
2021-10-25,1126681.2379,2.15946006774902,28667.1190771343,2
2021-10-26,1110427.2379,-1.62539994716644,27393.4103360332,2
2021-10-27,1042160.4379,-6.82668018341064,26544.0764043321,2
2021-10-28,1142470.8379,10.0310401916504,27473.2812939558,2
2021-10-29,1231635.6379,8.91648006439209,28224.8253191103,2
2021-10-30,1226991.6379,-0.464399993419647,28060.1048757773,2
2021-10-31,1218400.2379,-0.859139978885651,27805.3104191751,2
2021-11-01,1280397.6379,6.19973993301392,27608.6212625199,2
2021-11-02,1287595.8379,0.719820022583008,28637.0971053636,2
2021-11-03,1320103.8379,3.25079989433289,28478.3726579112,2
2021-11-04,1297580.4379,-2.25234007835388,27789.310063717,2
2021-11-05,1410429.6379,11.2849197387695,27573.5324462717,2
2021-11-06,1481018.4379,7.05887985229492,27807.4719234681,2
2021-11-07,1508650.2379,2.76318001747131,28632.8916036168,2
2021-11-08,1517706.0379,0.90557998418808,30591.7507622957,2
2021-11-09,1474749.0379,-4.29570007324219,30340.4831800927,2
2021-11-10,1426219.2379,-4.85298013687134,29395.8391515492,2
2021-11-11,1459423.8379,3.32046008110046,29322.0785551836,2
2021-11-12,1455940.8379,-0.348300009965897,29026.9499249604,2
2021-11-13,1508418.0379,5.24771976470947,29146.9288289079,2
2021-11-14,1511436.6379,0.301860004663467,29686.5313084346,2
2021-11-15,1471962.6379,-3.94740009307861,28804.1413700754,2
2021-11-16,1367240.4379,-10.4722204208374,27221.1851385901,2
2021-11-17,1342395.0379,-2.48453998565674,27341.9426738518,2
2021-11-18,1235118.6379,-10.7276401519775,25790.3677805856,2
2021-11-19,1349361.0379,11.4242401123047,26260.6636465722,2
2021-11-20,1403463.6379,5.41026020050049,27008.7720975501,2
2021-11-21,1356327.0379,-4.71365976333618,26535.7730965004,2
2021-11-22,1298973.6379,-5.7353401184082,25461.0142262143,2
2021-11-23,1372813.2379,7.38395977020264,26008.1325553147,2
2021-11-24,1370955.6379,-0.185760006308556,25833.5148700473,2
2021-11-25,1484269.2379,11.3313598632813,26624.3271589687,2
2021-11-26,1363989.6379,-12.0279598236084,24276.9648647799,2
2021-11-27,1393246.8379,2.92571997642517,24730.2783699043,2
2021-11-28,1419717.6379,2.6470799446106,25886.9772479798,2
2021-11-29,1447813.8379,2.80961990356445,26088.1447229235,2
2021-11-30,1445724.0379,-0.208979994058609,25660.8787319686,2
2021-12-01,1457334.0379,1.16100001335144,25779.3393159927,2
2021-12-02,1439686.8379,-1.76471996307373,25465.2737914609,2
2021-12-03,1381869.0379,-5.78177976608276,24179.1022116156,2
2021-12-04,1320568.2379,-6.1300802230835,22113.7372625348,2
2021-12-05,1295490.6379,-2.5077600479126,22214.7892920775,2
2021-12-06,1364454.0379,6.89633989334106,22667.3743234961,2
2021-12-07,1344020.4379,-2.04335999488831,22747.393713603,2
2021-12-08,1410197.4379,6.61770009994507,22657.4469301243,2
2021-12-09,1324283.4379,-8.59140014648438,21359.9205617754,2
2021-12-10,1282951.8379,-4.13316011428833,21217.3144214059,2
2021-12-11,1311048.0379,2.80961990356445,22232.3571865708,2
2021-12-12,1324515.6379,1.34676003456116,22534.6713711708,2
2021-12-13,1210041.0379,-11.4474601745605,21043.8285674864,2
2021-12-14,1226527.2379,1.6486200094223,21797.6510544615,2
2021-12-15,1256713.2379,3.01859998703003,22006.1821363018,2
2021-12-16,1222115.4379,-3.45977997779846,21442.9788054878,2
2021-12-17,1220490.0379,-0.162540003657341,20754.2573407771,2
2021-12-18,1239994.8379,1.95047998428345,21065.2647940733,2
2021-12-19,1230474.6379,-0.952019989490509,21001.7056988464,2
2021-12-20,1217007.0379,-1.34676003456116,21108.5034289328,2
2021-12-21,1226991.6379,0.998459994792938,22022.2733546234,2
2021-12-22,1239298.2379,1.23065996170044,21886.1871389854,2
2021-12-23,1275057.0379,3.57588005065918,22913.3771350668,2
2021-12-24,1259035.2379,-1.60218000411987,22919.9584675967,2
2021-12-25,1271341.8379,1.23065996170044,22710.666529779,2
2021-12-26,1269019.8379,-0.232199996709824,22894.289198203,2
2021-12-27,1309190.4379,4.01705980300903,22860.4629045496,2
2021-12-28,1240691.4379,-6.84989976882935,21433.7846637141,2
2021-12-29,1194948.0379,-4.57433986663818,20965.3591229347,2
2021-12-30,1204236.0379,0.928799986839294,21256.4471719623,2
2021-12-31,1187749.8379,-1.6486200094223,20839.9263647659,2
2021-12-03,1000000,0,0,3
2021-12-04,969403.296324938,-3.05967044830322,22113.7372625348,3
2021-12-05,975391.932083379,0.59886360168457,22214.7892920775,3
2021-12-06,1016105.38942267,4.07134580612183,22667.3743234961,3
2021-12-07,1004599.39650732,-1.15059924125671,22747.393713603,3
2021-12-08,1041415.26163088,3.68158650398254,22657.4469301243,3
2021-12-09,968534.651645909,-7.28806114196777,21359.9205617754,3
2021-12-10,925981.667112599,-4.25529861450195,21217.3144214059,3
2021-12-11,962695.438621198,3.67137718200684,22232.3571865708,3
2021-12-12,972368.65099722,0.967321217060089,22534.6713711708,3
2021-12-13,889725.52080103,-8.26431274414063,21043.8285674864,3
2021-12-14,905801.974744092,1.60764539241791,21797.6510544615,3
2021-12-15,938181.840414487,3.23798656463623,22006.1821363018,3
2021-12-16,920059.787069188,-1.81220531463623,21442.9788054878,3
2021-12-17,906835.441610013,-1.32243454456329,20754.2573407771,3
2021-12-18,924823.237120114,1.79877960681915,21065.2647940733,3
2021-12-19,916889.613716374,-0.793362319469452,21001.7056988464,3
2021-12-20,916705.501340352,-0.0184112377464771,21108.5034289328,3
2021-12-21,929968.173446713,1.32626724243164,22022.2733546234,3
2021-12-22,927683.539066182,-0.228463441133499,21886.1871389854,3
2021-12-23,957090.739168034,2.94072008132935,22913.3771350668,3
2021-12-24,942992.233927594,-1.4098504781723,22919.9584675967,3
2021-12-25,953589.649547063,1.05974161624908,22710.666529779,3
2021-12-26,948160.806033955,-0.542884349822998,22894.289198203,3
2021-12-27,954148.143810712,0.59873378276825,22860.4629045496,3
2021-12-28,899084.935174046,-5.50632095336914,21433.7846637141,3
2021-12-29,862422.862965833,-3.6662073135376,20965.3591229347,3
2021-12-30,877008.237018262,1.45853745937347,21256.4471719623,3
2021-12-31,867754.8830752,-0.92533540725708,20839.9263647659,3
2022-01-01,890851.629933606,2.30967473983765,21525.475293429,3
2022-01-02,902728.155932103,1.18765258789063,21305.9949514826,3
2022-01-03,881943.179831754,-2.07849764823914,20928.8198589733,3
2022-01-04,882012.312266217,0.00691324332728982,20637.22111172,3
2022-01-05,825028.525036298,-5.69837856292725,19576.8477887978,3
2022-01-06,803413.434766637,-2.16150903701782,19431.7674465128,3
2022-01-07,756981.243695508,-4.64321899414063,18768.5761324069,3
2022-01-08,728054.011756955,-2.89272308349609,18851.5957343793,3
2022-01-09,744183.654672299,1.61296427249908,18921.292978963,3
2022-01-10,725295.795488797,-1.8887859582901,18919.7567326403,3
2022-01-11,772276.543148671,4.69807481765747,19303.1993094277,3
2022-01-12,806749.486165868,3.44729423522949,19821.3095103651,3
2022-01-13,779165.617900716,-2.75838685035706,19220.3891232034,3
2022-01-14,798134.671894704,1.89690542221069,19437.6604282328,3
2022-01-15,803639.742703687,0.550507068634033,19444.0115719131,3
2022-01-16,809256.116107427,0.561637341976166,19432.6079989577,3
2022-01-17,774369.917900716,-3.48861980438232,19058.2254537095,3
2022-01-18,764436.242550908,-0.993367552757263,19140.5807959999,3
2022-01-19,747153.654176389,-1.72825884819031,18833.382847565,3
2022-01-20,721730.69494196,-2.54229593276978,18395.6949724277,3
2022-01-21,621798.310154019,-9.99323844909668,16508.77951245,3
2022-01-22,582723.926218472,-3.90743827819824,15901.9393665832,3
2022-01-23,617281.610154019,3.4557683467865,16420.4958113877,3
2022-01-24,594491.891888867,-2.27897191047668,16640.8222288383,3
2022-01-25,605552.102369748,1.10602104663849,16773.3770122027,3
2022-01-26,600376.967238675,-0.517513513565064,16704.9057576649,3
2022-01-27,602985.771232663,0.260880410671234,16874.5879396111,3
2022-01-28,619372.497180234,1.63867259025574,17111.6567868826,3
2022-01-29,630099.475124799,1.07269775867462,17310.6724821443,3
2022-01-30,623096.1036162,-0.700337171554565,17179.5239129171,3
2022-01-31,634623.622428189,1.15275192260742,17437.5075185367,3
2022-02-01,655930.308207951,2.13066864013672,17520.7782592954,3
2022-02-02,629345.020431195,-2.65852880477905,16701.5249525991,3
2022-02-03,634780.235401975,0.543521523475647,16892.4293907202,3
2022-02-04,697037.608958493,6.22573757171631,18828.040282899,3
2022-02-05,708039.216844617,1.10016083717346,18730.4172835352,3
2022-02-06,718210.276625882,1.01710593700409,19189.6718182331,3
2022-02-07,739266.288404141,2.1056010723114,19854.9047382404,3
2022-02-08,720731.655117284,-1.85346329212189,19961.9914477995,3
2022-02-09,749243.507165204,2.85118532180786,20086.2625498745,3
2022-02-10,717896.410357724,-3.13470959663391,19711.8940217835,3
2022-02-11,686873.855715047,-3.10225558280945,19218.5800553082,3
2022-02-12,687626.732362233,0.0752876624464989,19146.1351601349,3
2022-02-13,676908.119337521,-1.07186126708984,19080.501580326,3
2022-02-14,689195.183659612,1.22870647907257,19293.5903504253,3
2022-02-15,745407.345539723,5.62121629714966,20177.6505490098,3
2022-02-16,732950.078622876,-1.24572670459747,19876.0205176858,3
2022-02-17,682741.790146504,-5.02082872390747,18350.9820555855,3
2022-02-18,663458.960904561,-1.92828297615051,18120.9835498874,3
2022-02-19,661351.407012425,-0.21075539290905,18173.5143710639,3
2022-02-20,628222.931560765,-3.31284761428833,17412.0966275562,3
2022-02-21,605889.73724619,-2.23331952095032,16780.7776010715,3
2022-02-22,626772.872428189,2.08831357955933,17336.9588825036,3
2022-02-23,612939.628864156,-1.38332438468933,16889.8118081424,3
2022-02-24,612934.807406484,-0.000482145755086094,17394.501736469,3
2022-02-25,647671.267887364,3.47364616394043,17774.0460279445,3
2022-02-26,648616.576320325,0.0945308431982994,17723.8228431422,3
2022-02-27,615486.064542065,-3.31305122375488,17094.6960598745,3
2022-02-28,683291.634257375,6.78055715560913,19591.2464718444,3
2022-03-01,699499.64927908,1.62080144882202,20169.7521865011,3
2022-03-02,695349.195386945,-0.415045380592346,19927.1467016028,3
2022-02-02,1000000,0,0,4
2022-02-03,1011112.129828,1.11121296882629,16892.4293907202,4
2022-02-04,1126203.409828,11.5091276168823,18828.040282899,4
2022-02-05,1121028.589828,-0.517481982707977,18730.4172835352,4
2022-02-06,1147982.149828,2.6953558921814,19189.6718182331,4
2022-02-07,1187386.24304084,3.94040942192078,19854.9047382404,4
2022-02-08,1192867.21385182,0.54809707403183,19961.9914477995,4
2022-02-09,1201769.92385182,0.890271008014679,20086.2625498745,4
2022-02-10,1178083.36385182,-2.36865592002869,19711.8940217835,4
2022-02-11,1147797.19385182,-3.0286169052124,19218.5800553082,4
2022-02-12,1143588.97385182,-0.420821994543076,19146.1351601349,4
2022-02-13,1139155.30385182,-0.443367004394531,19080.501580326,4
2022-02-14,1152176.86385182,1.3021559715271,19293.5903504253,4
2022-02-15,1206494.04113714,5.43171787261963,20177.6505490098,4
2022-02-16,1188353.5675129,-1.81404733657837,19876.0205176858,4
2022-02-17,1097633.55344076,-9.07200145721436,18350.9820555855,4
2022-02-18,1083019.46090986,-1.46140921115875,18120.9835498874,4
2022-02-19,1085845.1462089,0.282568544149399,18173.5143710639,4
2022-02-20,1040153.55151432,-4.56915950775147,17412.0966275562,4
2022-02-21,1002873.60931532,-3.72799420356751,16780.7776010715,4
2022-02-22,1035940.46931532,3.30668592453003,17336.9588825036,4
2022-02-23,1009415.24931532,-2.65252208709717,16889.8118081424,4
2022-02-24,1038516.13931532,2.91008901596069,17394.501736469,4
2022-02-25,1062771.34931532,2.42552089691162,17774.0460279445,4
2022-02-26,1060016.17931532,-0.275516986846924,17723.8228431422,4
2022-02-27,1021576.94931532,-3.84392309188843,17094.6960598745,4
2022-02-28,1169326.21931532,14.7749271392822,19591.2464718444,4
2022-03-01,1203433.99931532,3.4107780456543,20169.7521865011,4
2022-03-02,1189143.02931532,-1.42909705638886,19927.1467016028,4
2022-03-03,1150177.25931532,-3.89657688140869,19275.7103679222,4
2022-03-04,1060721.18931532,-8.94560718536377,17772.3298920766,4
2022-03-05,1067495.33931532,0.677415013313294,17877.7771378827,4
2022-03-06,1040998.42931532,-2.64969110488892,17444.650124674,4
2022-03-07,1029252.38931532,-1.17460405826569,17252.3728453824,4
2022-03-08,1049388.24931532,2.01358604431152,17583.5750972112,4
2022-03-09,1136238.41931532,8.68501663208008,19059.9063227306,4
2022-03-10,1068085.96931532,-6.81524515151978,17904.8804587526,4
2022-03-11,1049340.51931532,-1.87454497814178,17589.6113492993,4
2022-03-12,1051452.78931532,0.211226999759674,17623.5434513519,4
2022-03-13,1023589.09931532,-2.78636908531189,17152.8427861008,4
2022-03-14,1074801.66931532,5.12125682830811,18025.6388510076,4
2022-03-15,1064271.90931532,-1.05297601222992,17835.8950745643,4
2022-03-16,1113937.07931532,4.96651697158814,18662.1825850039,4
2022-03-17,1108680.48931532,-0.525659024715424,18560.0750530834,4
2022-03-18,1131476.95931532,2.2796471118927,18926.8137643767,4
2022-03-19,1143466.61931532,1.19896602630615,19132.3907708617,4
2022-03-20,1118018.88712013,-2.54477310180664,18711.8020130653,4
2022-03-21,1111031.29688661,-0.698759019374847,18582.037437721,4
2022-03-22,1147881.66688661,3.6850368976593,19203.9757032658,4
2022-03-23,1161951.03688661,1.40693700313568,19432.9040023107,4
2022-03-24,1191960.69688661,3.00096607208252,19937.3481392508,4
2022-03-25,1200637.97688661,0.867727994918823,20091.6104332287,4
2022-03-26,1206029.80688661,0.539183020591736,20174.3161824738,4
2022-03-27,1268725.68688661,6.26958799362183,21228.8049097923,4
2022-03-28,1276713.10688661,0.7987419962883,21359.5450948818,4
2022-03-29,1285220.62688661,0.850751996040344,21491.2749510126,4
2022-03-30,1275302.03688661,-0.991859018802643,21319.718379285,4
2022-03-31,1233141.20688661,-4.21608304977417,20612.1531018706,4
2022-04-01,1254189.95688661,2.10487508773804,20934.3585977232,4
2022-04-02,1241421.28688661,-1.27686703205109,20717.1516904279,4
2022-04-03,1257600.87688661,1.61795902252197,20977.8623817697,4
2022-04-04,1262273.78688661,0.467290997505188,21060.5807055588,4
2022-04-05,1232919.79123666,-2.93539953231812,20575.4700129391,4
2022-04-06,1169850.12759315,-6.30696630477905,19537.1574655595,4
2022-04-07,1177299.24759315,0.744912028312683,19649.4337992846,4
2022-04-08,1145075.58759315,-3.22236609458923,19099.51515614,4
2022-04-09,1158694.68759315,1.3619099855423,19320.4351410561,4
2022-04-10,1142570.91759315,-1.61237704753876,19054.3119474663,4
2022-04-11,1071380.81759315,-7.11900997161865,17870.6839561526,4
2022-04-12,1086129.96759315,1.47491502761841,18111.8627659627,4
2022-04-13,1115187.53759315,2.90575695037842,18595.04698069,4
2022-04-14,1082545.16759315,-3.26423692703247,18050.3965217782,4
2022-04-15,1099020.78759315,1.64756202697754,18332.6310131634,4
2022-04-16,1094363.39759315,-0.465739011764526,18247.1696920561,4
2022-04-17,1075376.22759315,-1.898717045784,17935.3057206716,4
2022-04-18,1105764.99759315,3.03887701034546,18446.8763345252,4
2022-04-19,1124496.55759315,1.87315595149994,18761.3583529889,4
2022-04-20,1120826.09759315,-0.367045998573303,18704.2849049094,4
2022-04-21,1097022.77759315,-2.38033199310303,18314.0695604936,4
2022-04-22,1076189.17759315,-2.08335995674133,17955.3502781037,4
2022-04-23,1068935.15759315,-0.725401997566223,17837.0618943934,4
2022-04-24,1069153.43759315,0.0218279995024204,17844.2185039979,4
2022-04-25,1095589.70759315,2.64362692832947,18283.966657042,4
2022-04-26,1032930.14759315,-6.26595592498779,17241.6895390723,4
2022-04-27,1063332.32759315,3.04021811485291,17752.0397360404,4
2022-04-28,1077051.74759315,1.37194204330444,17976.0897835288,4
2022-04-29,1045991.02759315,-3.10607194900513,17465.8060531282,4
2022-04-05,1000000,0,0,5
2022-04-06,930025.535193,-6.99744653701782,19537.1574655595,5
2022-04-07,947266.349163,1.72408139705658,19649.4337992846,5
2022-04-08,937026.449163,-1.02399003505707,19099.51515614,5
2022-04-09,956432.489163,1.94060397148132,19320.4351410561,5
2022-04-10,940136.699163,-1.62957894802094,19054.3119474663,5
2022-04-11,874639.299163,-6.54973983764648,17870.6839561526,5
2022-04-12,888736.859163,1.40975594520569,18111.8627659627,5
2022-04-13,915317.919163,2.65810608863831,18595.04698069,5
2022-04-14,887075.919163,-2.82419991493225,18050.3965217782,5
2022-04-15,892527.659163,0.5451740026474,18332.6310131634,5
2022-04-16,898018.479163,0.549081981182098,18247.1696920561,5
2022-04-17,877113.059163,-2.09054207801819,17935.3057206716,5
2022-04-18,896921.159163,1.98081004619598,18446.8763345252,5
2022-04-19,910477.189163,1.35560297966003,18761.3583529889,5
2022-04-20,902926.599163,-0.755059003829956,18704.2849049094,5
2022-04-21,875795.319163,-2.71312808990479,18314.0695604936,5
2022-04-22,869591.749163,-0.620356976985931,17955.3502781037,5
2022-04-23,860972.769163,-0.861898005008698,17837.0618943934,5
2022-04-24,857441.079163,-0.353168994188309,17844.2185039979,5
2022-04-25,882544.239163,2.51031589508057,18283.966657042,5
2022-04-26,824782.689163,-5.7761549949646,17241.6895390723,5
2022-04-27,848036.220573,2.32535314559937,17752.0397360404,5
2022-04-28,862154.630573,1.41184103488922,17976.0897835288,5
2022-04-29,826996.830573,-3.51577997207642,17465.8060531282,5
2022-04-30,800425.520573,-2.65713095664978,17034.7931045167,5
2022-05-01,829234.670573,2.88091492652893,17404.849531228,5
2022-05-02,838529.960573,0.929529011249542,17424.9670897237,5
2022-05-03,816579.440573,-2.19505190849304,17067.5536452618,5
2022-05-04,863223.660573,4.66442203521729,17951.963390644,5
2022-05-05,806674.550573,-5.65491104125977,16522.6860934017,5
2022-05-06,790527.190573,-1.61473596096039,16280.4137768799,5
2022-05-07,773622.360573,-1.69048297405243,16041.3277082811,5
2022-05-08,739704.370573,-3.3917989730835,15393.435466971,5
2022-05-09,654155.290573,-8.55490779876709,13605.9341941677,5
2022-05-10,687502.790573,3.3347499370575,14018.7098122672,5
2022-05-11,611993.810573,-7.55089807510376,13185.1010253417,5
2022-05-12,575426.200573,-3.65676093101501,13177.4235387305,5
2022-05-13,590007.310573,1.45811104774475,13282.41841935,5
2022-05-14,603741.980573,1.37346696853638,13647.2470348402,5
2022-05-15,629825.310573,2.60833311080933,14209.0137535306,5
2022-05-16,594126.920573,-3.5698390007019,13554.0496163824,5
2022-05-17,613811.500573,1.96845805644989,13806.1531466042,5
2022-05-18,562283.770573,-5.15277290344238,13034.2680748207,5
2022-05-19,592962.290573,3.06785202026367,13761.9940425386,5
2022-05-20,575224.980573,-1.77373099327087,13249.7766055608,5
2022-05-21,579950.850573,0.472586989402771,13358.6289250082,5
2022-05-22,599938.010573,1.99871599674225,13741.8637573826,5
2022-05-23,579457.300573,-2.04807090759277,13199.6312576686,5
2022-05-24,581286.070573,0.182877004146576,13452.2691080534,5
2022-05-25,570499.130573,-1.07869398593903,13407.9119157218,5
2022-05-26,526341.130573,-4.41580009460449,13285.7162140808,5
2022-05-27,507302.250573,-1.90388798713684,13031.0124557184,5
2022-05-28,526356.200573,1.90539503097534,13204.5106642448,5
2022-05-29,532625.460573,0.626926004886627,13405.9790999191,5
2022-05-30,586935.480573,5.43100214004517,14428.9399940629,5
2022-05-31,570266.040573,-1.66694402694702,14472.9444787284,5
2022-06-01,533866.690573,-3.63993501663208,13565.4577036342,5
2022-06-02,538624.380573,0.475769013166428,13864.5385570623,5
2022-06-03,521310.300573,-1.73140799999237,13525.4715810602,5
2022-06-04,529952.880573,0.864257991313934,13595.5415181988,5
2022-06-05,530427.530573,0.0474650003015995,13621.722854525,5
2022-06-06,546119.260573,1.56917297840118,14295.7764201537,5
2022-06-07,532472.630573,-1.36466300487518,14190.4194577492,5
2022-06-08,526180.580573,-0.629204988479614,13762.0076066499,5
2022-06-09,525286.670573,-0.0893910005688667,13717.6559321004,5
2022-06-10,488383.970573,-3.690269947052,13266.4943584765,5
2022-06-11,450222.110573,-3.81618595123291,12984.8516521548,5
2022-06-12,421433.060573,-2.8789050579071,12138.6650143278,5
2022-06-13,355375.000573,-6.60580587387085,10270.8519746611,5
2022-06-14,355105.440573,-0.0269559994339943,10105.7201152955,5
2022-06-15,363533.500573,0.842805981636047,10307.4728760836,5
