date,window,Exp_2_Account_Value,turbulence,Is_high_Turbulence,Exp_3_Account_Value,fear_greed_norm,fear_greed_mapped,Is_Exp2_higher,Is_Exp3_higher
2022-04-10,4,1151413.524,0.002618147419,0,1142031.076,-0.32,-1,0,0
2022-04-11,4,1076386.912,0.01614551277,0,1070860.756,-0.36,-1,0,0
2022-04-12,4,1092188.061,0.03449259619,0,1085726.534,-0.6,-2,0,0
2022-04-13,4,1122740.015,0.002734307828,0,1114778.356,-0.5,-1,0,0
2022-04-14,4,1089179.264,0.003769452922,0,1082156.94,-0.44,-1,0,0
2022-04-15,4,1101989.825,0.003279223729,0,1098636.497,-0.56,-2,0,0
2022-04-16,4,1101666.026,0.001771998523,0,1093960.367,-0.44,-1,0,0
2022-04-17,4,1080041.3,0.004560428617,0,1074951.771,-0.44,-1,0,0
2022-04-18,4,1108246.312,0.004200617846,0,1105361.377,-0.52,-2,0,0
2022-04-19,4,1126262.537,0.001084022395,0,1124094.359,-0.46,-1,0,0
2022-04-20,4,1120435.555,0.001564088525,0,1120415.854,-0.46,-1,0,0
2022-04-21,4,1092892.767,0.007944615,0,1096588.078,-0.46,-1,0,0
2022-04-22,4,1077020.706,0.008859390003,0,1075790.391,-0.48,-1,0,0
2022-04-23,4,1068461.677,0.002332560866,0,1068518.099,-0.52,-2,0,0
2022-04-24,4,1066940.047,0.001205659851,0,1068728.49,-0.52,-2,0,0
2022-04-25,4,1095164.907,0.004771842168,0,1095126.772,-0.54,-2,0,0
2022-04-26,4,1029077.348,0.01873503449,0,1032504.811,-0.46,-1,0,0
2022-04-27,4,1058900.352,0.005924761777,0,1062874.467,-0.58,-2,0,0
2022-04-28,4,1074060.886,0.02594056598,0,1076682.751,-0.52,-2,0,0
2022-04-29,4,1038244.714,0.01251033057,0,1045619.72,-0.54,-2,0,0
2022-04-05,5,1000000,0,0,1000000,-1,0,0,0
2022-04-06,5,944599.2314,0.01953928704,0,937362.7025,-0.04,-1,0,0
2022-04-07,5,980342.4314,0.01778339479,0,950172.853,-0.32,-1,0,0
2022-04-08,5,947746.4314,0.01542414416,0,933861.7653,-0.26,-1,0,0
2022-04-09,5,959211.2314,0.001705025308,0,950007.0989,-0.4,-1,0,0
2022-04-10,5,940103.2314,0.002618147419,0,934992.4967,-0.32,-1,0,0
2022-04-11,5,887275.2314,0.01614551277,0,872649.2404,-0.36,-1,0,0
2022-04-12,5,929987.2314,0.03449259619,0,886014.8717,-0.6,-2,0,0
2022-04-13,5,952017.6314,0.002734307828,0,911445.6629,-0.5,-1,0,0
2022-04-14,5,932460.0314,0.003769452922,0,883884.1698,-0.44,-1,0,0
2022-04-15,5,938304.8314,0.003279223729,0,892385.9262,-0.56,-2,0,0
2022-04-16,5,938304.8314,0.001771998523,0,894299.4729,-0.44,-1,0,0
2022-04-17,5,914251.2314,0.004560428617,0,875486.9488,-0.44,-1,0,0
2022-04-18,5,937180.8314,0.004200617846,0,897182.1967,-0.52,-2,0,0
2022-04-19,5,949544.8314,0.001084022395,0,911375.9007,-0.46,-1,0,0
2022-04-20,5,940777.6314,0.001564088525,0,905575.8403,-0.46,-1,0,0
2022-04-21,5,910429.6314,0.007944615,0,881424.8217,-0.46,-1,0,0
2022-04-22,5,914251.2314,0.008859390003,0,871128.2575,-0.48,-1,0,0
2022-04-23,5,901887.2314,0.002332560866,0,863544.6302,-0.52,-2,0,0
2022-04-24,5,896716.8314,0.001205659851,0,861432.7879,-0.52,-2,0,0
2022-04-25,5,909080.8314,0.004771842168,0,885112.5942,-0.54,-2,0,0
2022-04-26,5,867717.6314,0.01873503449,0,830019.3784,-0.46,-1,0,0
2022-04-27,5,879856.8314,0.005924761777,0,853798.8614,-0.58,-2,0,0
2022-04-28,5,915375.2314,0.02594056598,0,866826.7871,-0.52,-2,0,0
2022-04-29,5,883678.4314,0.01251033057,0,835493.2436,-0.54,-2,0,0
2022-04-30,5,847935.2314,0.0145366237,0,810946.9338,-0.6,-2,0,0
2022-05-01,5,876709.6314,0.01066692813,0,835774.1132,-0.56,-2,0,0
2022-05-02,5,875810.4314,0.004205179968,0,841960.8837,-0.44,-1,0,0
2022-05-03,5,863221.6314,0.004891442956,0,821735.3533,-0.46,-1,0,0
2022-05-04,5,905259.2314,0.0180070215,0,867019.7502,-0.58,-2,0,0
2022-05-05,5,850857.6314,0.04465181928,0,805709.7039,-0.46,-1,0,0
2022-05-06,5,852431.2314,0.01200940341,0,791249.9811,-0.56,-2,0,0
2022-05-07,5,821858.4314,0.01609529475,0,776227.3008,-0.54,-2,0,0
2022-05-08,5,800277.6314,0.0127767337,0,743252.9889,-0.64,-2,0,0
2022-05-09,5,665847.2314,0.2474037879,1,656977.4234,-0.78,-2,1,0
2022-05-10,5,717551.2314,0.0489619132,0,685519.1554,-0.8,-2,0,0
2022-05-11,5,610546.4314,0.1787014825,1,622746.1342,-0.76,-2,0,1
2022-05-12,5,604926.4314,0.1550042728,1,599643.0527,-0.76,-2,0,0
2022-05-13,5,653483.2314,0.06662582035,1,610888.5259,-0.8,-2,1,0
2022-05-14,5,667645.6314,0.007324164642,0,626100.1516,-0.82,-2,0,0
2022-05-15,5,702489.6314,0.01093088957,0,652677.5121,-0.8,-2,0,0
2022-05-16,5,668320.0314,0.01040229533,0,618402.3878,-0.72,-2,0,0
2022-05-17,5,688552.0314,0.005925200003,0,635356.1562,-0.84,-2,0,0
2022-05-18,5,646964.0314,0.03133828844,0,589023.2961,-0.76,-2,0,0
2022-05-19,5,690575.2314,0.02016551095,0,621493.8585,-0.74,-2,0,0
2022-05-20,5,679560.0314,0.01148954039,0,601146.7357,-0.74,-2,0,0
2022-05-21,5,702489.6314,0.008394441815,0,606163.1464,-0.74,-2,0,0
2022-05-22,5,718225.6314,0.0088537488,0,625634.188,-0.72,-2,0,0
2022-05-23,5,713280.0314,0.0186623002,0,603055.7096,-0.8,-2,0,0
2022-05-24,5,738232.8314,0.01983474856,0,608837.2288,-0.76,-2,0,0
2022-05-25,5,732388.0314,0.005594298867,0,601248.7567,-0.78,-2,0,0
2022-05-26,5,681358.4314,0.1070246795,1,571124.0001,-0.76,-2,1,0
2022-05-27,5,678211.2314,0.01293001325,0,554603.7099,-0.76,-2,0,0
2022-05-28,5,691474.4314,0.01734806432,0,569725.374,-0.74,-2,0,0
2022-05-29,5,687652.8314,0.01108560649,0,577248.0803,-0.72,-2,0,0
2022-05-30,5,723620.8314,0.07677997433,1,629797.6666,-0.8,-2,1,0
2022-05-31,5,721597.6314,0.01853787432,0,620115.5259,-0.68,-2,0,0
2022-06-01,5,675513.6314,0.01503778278,0,580826.8396,-0.66,-2,0,0
2022-06-02,5,693272.8314,0.007474451018,0,589244.0997,-0.74,-2,0,0
2022-06-03,5,671467.2314,0.001576312978,0,572213.1943,-0.8,-2,0,0
2022-06-04,5,677536.8314,0.004573248157,0,578918.0785,-0.72,-2,0,0
2022-06-05,5,672591.2314,0.002094690849,0,579662.4082,-0.8,-2,0,0
2022-06-06,5,663599.2314,0.05707138536,0,601532.3967,-0.74,-2,0,0
2022-06-07,5,652808.8314,0.003300212971,0,591034.4188,-0.7,-2,0,0
2022-06-08,5,648762.4314,0.01406242544,0,579401.2218,-0.66,-2,0,0
2022-06-09,5,651909.6314,0.0006683422442,0,578060.5858,-0.78,-2,0,0
2022-06-10,5,644041.6314,0.04503345617,0,546791.8273,-0.74,-2,0,0
2022-06-11,5,606949.6314,0.04158894835,0,517634.4145,-0.76,-2,0,0
2022-06-12,5,573004.8314,0.01726119546,0,484273.0829,-0.72,-2,0,0
2022-06-13,5,501518.4314,0.09426650591,1,409072.6438,-0.78,-2,1,0
2022-06-14,5,501518.4314,0.006402438496,0,405949.0327,-0.84,-2,0,0
2022-06-15,5,525347.2314,0.008781545955,0,414954.9207,-0.86,-2,0,0
2022-06-16,5,472744.0314,0.03646686993,0,365953.0953,-0.86,-2,0,0
2022-06-17,5,485338.4104,0.006010685547,0,369885.8343,-0.82,-2,0,0
2022-06-18,5,443057.2104,0.01313115458,0,340585.7734,-0.88,-2,0,0
2022-06-19,5,483764.1104,0.059509039,0,378252.6632,-0.88,-2,0,0
2022-06-20,5,486912.7104,0.0004875489407,0,378210.7379,-0.82,-2,0,0
2022-06-21,5,495009.1104,0.003177602621,0,379070.3438,-0.82,-2,0,0
2022-06-22,5,482189.8104,0.01469912912,0,359207.7929,-0.78,-2,0,0
2022-06-23,5,514800.3104,0.02211023218,0,385795.3471,-0.78,-2,0,0
2022-06-24,5,540214.0104,0.05313476692,0,401414.2651,-0.78,-2,0,0
2022-06-25,5,539089.5104,0.004660330733,0,406667.7066,-0.72,-2,0,0
2022-06-26,5,526045.3104,0.001242583006,0,394780.351,-0.72,-2,0,0
2022-06-27,5,525820.4104,0.002166639662,0,391338.8023,-0.76,-2,0,0
2022-06-28,5,510302.3104,0.001992774041,0,378673.7866,-0.8,-2,0,0
2022-06-29,5,494109.5104,0.008327678888,0,369391.3606,-0.74,-2,0,0
2022-06-30,5,493884.6104,0.00422070824,0,362611.0619,-0.78,-2,0,0
2022-07-01,5,487812.3104,0.01103502214,0,354976.7368,-0.78,-2,0,0
2022-07-02,5,490960.9104,0.001388313284,0,356070.8378,-0.72,-2,0,0
2022-06-03,6,1000000,0,0,1000000,-1,0,0,0
2022-06-04,6,1016486.041,0.004573248157,0,1008939.629,-0.72,-2,0,0
2022-06-05,6,1017414.991,0.002094690849,0,1001574.029,-0.8,-2,0,0
2022-06-06,6,1047597.421,0.05707138536,0,988182.0287,-0.74,-2,0,0
2022-06-07,6,1021412.291,0.003300212971,0,972111.6287,-0.7,-2,0,0
2022-06-08,6,1009335.941,0.01406242544,0,966085.2287,-0.66,-2,0,0
2022-06-09,6,1007607.531,0.0006683422442,0,970772.4287,-0.78,-2,0,0
2022-06-10,6,936725.8307,0.04503345617,0,959054.4287,-0.74,-2,0,0
2022-06-11,6,863524.5707,0.04158894835,0,903812.4287,-0.76,-2,0,0
2022-06-12,6,808322.4207,0.01726119546,0,853257.6287,-0.72,-2,0,0
2022-06-13,6,681636.1607,0.09426650591,1,746791.2287,-0.78,-2,0,1
2022-06-14,6,681118.2007,0.006402438496,0,746791.2287,-0.84,-2,0,0
2022-06-15,6,697231.2607,0.008781545955,0,782280.0287,-0.86,-2,0,0
2022-06-16,6,602073.0007,0.03646686993,0,703936.8287,-0.86,-2,0,0
2022-06-17,6,612454.7207,0.006010685547,0,722685.6287,-0.82,-2,0,0
2022-06-18,6,560765.6907,0.01313115458,0,659743.2287,-0.88,-2,0,0
2022-06-19,6,635869.8907,0.059509039,0,720342.0287,-0.88,-2,0,0
2022-06-20,6,635706.6207,0.0004875489407,0,725029.2287,-0.82,-2,0,0
2022-06-21,6,634361.0507,0.003177602621,0,737082.0287,-0.82,-2,0,0
2022-06-22,6,591764.4707,0.01469912912,0,717998.4287,-0.78,-2,0,0
2022-06-23,6,644984.8607,0.02211023218,0,766544.4287,-0.78,-2,0,0
2022-06-24,6,690193.7607,0.05313476692,0,804376.8287,-0.78,-2,0,0
2022-06-25,6,699956.1807,0.004660330733,0,802702.8287,-0.72,-2,0,0
2022-06-26,6,674863.2707,0.001242583006,0,783284.4287,-0.72,-2,0,0
2022-06-27,6,671890.6307,0.002166639662,0,782949.6287,-0.76,-2,0,0
2022-06-28,6,644607.6507,0.001992774041,0,759848.4287,-0.8,-2,0,0
2022-06-29,6,619925.7307,0.008327678888,0,735742.8287,-0.74,-2,0,0
2022-06-30,6,603486.1307,0.00422070824,0,735408.0287,-0.78,-2,0,0
2022-07-01,6,597135.4907,0.01103502214,0,726368.4287,-0.78,-2,0,0
2022-07-02,6,601234.1307,0.001388313284,0,731055.6287,-0.72,-2,0,0
2022-07-03,6,605315.8807,0.0009957376201,0,734068.8287,-0.78,-2,0,0
2022-07-04,6,648520.5007,0.0123707906,0,775249.2287,-0.72,-2,0,0
2022-07-05,6,638105.0007,0.001279653011,0,772905.6287,-0.62,-2,0,0
2022-07-06,6,668546.4107,0.009338716279,0,799020.0287,-0.64,-2,0,0
2022-07-07,6,697214.3707,0.02523609896,0,808394.4287,-0.64,-2,0,0
2022-07-08,6,684012.0207,0.002571391639,0,806050.8287,-0.6,-2,0,0
2022-07-09,6,685689.7607,0.0006327776476,0,814755.6287,-0.52,-2,0,0
2022-07-10,6,658294.1807,0.003226318796,0,785962.8287,-0.52,-2,0,0
2022-07-11,6,617780.7007,0.004939106569,0,755496.0287,-0.56,-2,0,0
2022-07-12,6,585228.0407,0.00643457485,0,738756.0287,-0.68,-2,0,0
2022-07-13,6,628252.5007,0.01478271759,0,771901.2287,-0.7,-2,0,0
2022-07-14,6,672402.9607,0.03358748209,0,798685.2287,-0.64,-2,0,0
2022-07-15,6,693701.2507,0.01596802926,0,798685.2287,-0.7,-2,0,0
2022-07-16,6,763851.0507,0.06969893441,1,836517.6287,-0.58,-2,0,1
2022-07-17,6,754167.4507,0.001414211494,0,829821.6287,-0.52,-2,0,0
2022-07-18,6,890633.0207,0.1298426429,1,884394.0287,-0.6,-2,0,0
2022-07-19,6,868833.6607,0.06191564469,0,899460.0287,-0.4,-1,0,0
2022-07-20,6,857157.0407,0.0196621445,0,864640.8287,-0.38,-1,0,0
2022-07-21,6,887485.8507,0.01301999393,0,889416.0287,-0.32,-1,0,0
2022-07-22,6,864864.5107,0.001353380553,0,878702.4287,-0.34,-1,0,0
2022-07-23,6,872408.7107,0.00557265812,0,867988.8287,-0.38,-1,0,0
2022-07-24,6,900012.6007,0.003798239447,0,875354.4287,-0.4,-1,0,0
2022-07-25,6,811672.2707,0.01292034621,0,819108.0287,-0.4,-1,0,0
2022-07-26,6,816362.0607,0.008041094543,0,835178.4287,-0.48,-1,0,0
2022-07-27,6,921429.1207,0.0246090586,0,909504.0287,-0.44,-1,0,0
2022-07-28,6,971412.2607,0.00981918673,0,928252.8287,-0.36,-1,0,0
2022-07-29,6,969813.3407,0.08273013102,1,983160.0287,-0.22,-1,0,1
2022-07-30,6,955918.5007,0.003910808309,0,963741.6287,-0.16,-1,0,0
2022-07-31,6,945289.0607,0.001049784382,0,949010.4287,-0.22,-1,0,0
2022-08-01,6,918355.1407,0.008658041572,0,948340.8287,-0.34,-1,0,0
2022-08-02,6,918709.8307,0.001661248358,0,950349.6287,-0.38,-1,0,0
2022-08-03,6,911531.5807,0.05015686917,0,996217.2287,-0.32,-1,0,0
2022-08-04,6,905788.9807,0.04060218467,0,1044093.629,-0.4,-1,0,0
2022-08-05,6,978331.5307,0.02551176054,0,1057820.429,-0.38,-1,0,0
2022-08-06,6,952315.3007,0.002729791315,0,1055476.829,-0.38,-1,0,0
2022-08-07,6,957714.4707,0.004578897955,0,1080921.629,-0.4,-1,0,0
2022-08-08,6,1000986.651,0.01210463049,0,1087952.429,-0.4,-1,0,0
2022-08-09,6,959161.3807,0.008614893829,0,1086278.429,-0.16,-1,0,0
2022-08-10,6,1044067.411,0.02940221063,0,1101009.629,-0.38,-1,0,0
2022-08-11,6,1059054.471,0.007579871552,0,1083600.029,-0.18,-1,0,0
2022-08-12,6,1103019.141,0.003440205025,0,1097996.429,-0.16,-1,0,0
2022-08-13,6,1117246.151,0.004740912636,0,1085943.629,-0.08,-1,0,0
2022-08-14,6,1090087.031,0.006963047279,0,1063512.029,-0.06,-1,0,0
2022-08-15,6,1069678.281,0.003848200944,0,1069873.229,-0.1,-1,0,0
2022-08-16,6,1057072.711,0.001367239357,0,1058490.029,-0.12,-1,0,0
2022-08-17,6,1033190.251,0.006473159982,0,1027688.429,-0.18,-1,0,0
2022-08-18,6,1040025.071,0.01544704319,0,998226.0287,-0.4,-1,0,0
2022-08-19,6,906380.1307,0.07519289575,1,934614.0287,-0.34,-1,0,1
2022-08-20,6,887818.0207,0.02358202008,0,950014.8287,-0.42,-1,0,0
2022-08-21,6,911514.6907,0.03268821179,0,1010948.429,-0.46,-1,0,0
2022-08-22,6,915191.0807,0.001441511335,0,1004587.229,-0.42,-1,0,0
2022-08-23,6,938133.3307,0.003481353723,0,1002243.629,-0.44,-1,0,0
2022-08-24,6,933150.7807,0.001086865266,0,992534.4287,-0.5,-1,0,0
2022-08-25,6,954854.4307,0.0007963007604,0,1008604.829,-0.5,-1,0,0
2022-08-26,6,849612.8407,0.03204684398,0,936288.0287,-0.46,-1,0,0
2022-08-27,6,839974.2807,0.0005483984618,0,930596.4287,-0.44,-1,0,0
2022-08-28,6,803773.3807,0.006608914693,0,925909.2287,-0.44,-1,0,0
2022-08-29,6,874170.9007,0.01281868784,0,957380.4287,-0.52,-2,0,0
2022-08-30,6,858851.6707,0.004280846538,0,942984.0287,-0.46,-1,0,0
2022-08-03,7,1000000,0,0,1000000,-1,0,0,0
2022-08-04,7,991386.131,0.04060218467,0,1016499.508,-0.4,-1,0,0
2022-08-05,7,1022457.539,0.02551176054,0,1039025.662,-0.38,-1,0,0
2022-08-06,7,1006544.799,0.002729791315,0,1029420.168,-0.38,-1,0,0
2022-08-07,7,1016133.229,0.004578897955,0,1045236.491,-0.4,-1,0,0
2022-08-08,7,1044314.119,0.01210463049,0,1063878.65,-0.4,-1,0,0
2022-08-09,7,1015113.779,0.008614893829,0,1046996.532,-0.16,-1,0,0
2022-08-10,7,1051357.789,0.02940221063,0,1073180.698,-0.38,-1,0,0
2022-08-11,7,1050794.829,0.007579871552,0,1064998.687,-0.18,-1,0,0
2022-08-12,7,1071841.889,0.003440205025,0,1082843.672,-0.16,-1,0,0
2022-08-13,7,1073733.759,0.004740912636,0,1078433.435,-0.08,-1,0,0
2022-08-14,7,1067335.699,0.006963047279,0,1065179.411,-0.06,-1,0,0
2022-08-15,7,1057892.689,0.003848200944,0,1062846.901,-0.1,-1,0,0
2022-08-16,7,1047316.159,0.001367239357,0,1051938.522,-0.12,-1,0,0
2022-08-17,7,1024811.699,0.006473159982,0,1025786.114,-0.18,-1,0,0
2022-08-18,7,1018414.859,0.01544704319,0,1009046.834,-0.4,-1,0,0
2022-08-19,7,914422.8487,0.07519289575,1,923257.1235,-0.34,-1,0,0
2022-08-20,7,927218.1908,0.02358202008,0,937547.5049,-0.42,-1,0,0
2022-08-21,7,943884.0008,0.03268821179,0,973691.0509,-0.46,-1,0,0
2022-08-22,7,938971.5908,0.001441511335,0,968044.818,-0.42,-1,0,0
2022-08-23,7,944977.2108,0.003481353723,0,970170.3633,-0.44,-1,0,0
2022-08-24,7,937946.4408,0.001086865266,0,961935.8792,-0.5,-1,0,0
2022-08-25,7,946596.1708,0.0007963007604,0,973716.4893,-0.5,-1,0,0
2022-08-26,7,887801.5708,0.03204684398,0,909484.8297,-0.46,-1,0,0
2022-08-27,7,878859.8008,0.0005483984618,0,901990.4595,-0.44,-1,0,0
2022-08-28,7,857422.7308,0.006608914693,0,888127.4564,-0.44,-1,0,0
2022-08-29,7,890221.5308,0.01281868784,0,919909.2903,-0.52,-2,0,0
2022-08-30,7,869524.3108,0.004280846538,0,901944.5081,-0.46,-1,0,0
2022-08-31,7,880091.2008,0.006750967843,0,904219.8173,-0.54,-2,0,0
2022-09-01,7,883943.0808,0.002476643463,0,904878.7263,-0.6,-2,0,0
2022-09-02,7,876098.9708,0.000528521437,0,899300.8052,-0.5,-1,0,0
2022-09-03,7,870744.8008,0.001020075409,0,896810.9859,-0.58,-2,0,0
2022-09-04,7,878229.9208,0.0008894386659,0,902855.5622,-0.6,-2,0,0
2022-09-05,7,869898.2608,0.01204537978,0,894620.3439,-0.54,-2,0,0
2022-09-06,7,825940.4808,0.03168082325,0,848678.9182,-0.56,-2,0,0
2022-09-07,7,848366.4608,0.02240350817,0,885255.0868,-0.52,-2,0,0
2022-09-08,7,849588.3208,0.0005443822094,0,888283.7164,-0.6,-2,0,0
2022-09-09,7,938273.1008,0.2060040264,1,957297.3153,-0.56,-2,0,1
2022-09-10,7,951291.6808,0.001231785725,0,969235.3068,-0.44,-1,0,0
2022-09-11,7,958876.1608,0.004630682655,0,971528.4011,-0.48,-1,0,0
2022-09-12,7,982786.8308,0.03550374759,0,983665.3221,-0.5,-1,0,0
2022-09-13,7,885621.7508,0.05947197685,0,904575.6366,-0.32,-1,0,0
2022-09-14,7,888616.3608,0.006292008409,0,908689.7161,-0.46,-1,0,0
2022-09-15,7,864202.0308,0.03743602417,0,883706.6548,-0.44,-1,0,0
2022-09-16,7,868147.1408,0.01032590718,0,891815.9398,-0.6,-2,0,0
2022-09-17,7,881887.7308,0.001503568182,0,905627.3313,-0.56,-2,0,0
2022-09-18,7,850381.5908,0.02732712561,0,869460.6155,-0.46,-1,0,0
2022-09-19,7,856050.9808,0.00467242914,0,880859.2,-0.58,-2,0,0
2022-09-20,7,826983.7708,0.004560325578,0,856371.6551,-0.54,-2,0,0
2022-09-21,7,808341.7008,0.01115611767,0,842847.3839,-0.54,-2,0,0
2022-09-22,7,849694.6908,0.01289774189,0,882583.7092,-0.56,-2,0,0
2022-09-23,7,844903.6208,0.0007649393423,0,881924.765,-0.6,-2,0,0
2022-09-24,7,828900.7708,0.003008521327,0,869482.3448,-0.52,-2,0,0
2022-09-25,7,823788.8108,0.001082645406,0,866567.3469,-0.52,-2,0,0
2022-09-26,7,842330.0708,0.005265045769,0,879517.3404,-0.58,-2,0,0
2022-09-27,7,835835.3508,0.001918992388,0,870251.8471,-0.6,-2,0,0
2022-09-28,7,850312.9008,0.01238808713,0,892189.0156,-0.6,-2,0,0
2022-09-29,7,857987.5708,0.001902931166,0,900262.73,-0.56,-2,0,0
2022-09-30,7,850650.1908,0.0008679211538,0,897168.3375,-0.58,-2,0,0
2022-10-01,7,845656.8808,0.000634695947,0,891622.8784,-0.6,-2,0,0
2022-10-02,7,834348.0608,0.005205587948,0,888072.627,-0.52,-2,0,0
2022-10-03,7,859472.7708,0.009135659289,0,905329.0586,-0.52,-2,0,0
2022-10-04,7,890398.8908,0.01038443817,0,936439.8242,-0.6,-2,0,0
2022-10-05,7,882569.6208,0.0004615508003,0,929085.4333,-0.5,-1,0,0
2022-10-06,7,874050.1108,0.01042683157,0,913587.7593,-0.48,-1,0,0
2022-10-07,7,855290.5108,0.002758895809,0,896094.2452,-0.54,-2,0,0
2022-10-08,7,850279.4008,0.00627823525,0,884612.463,-0.52,-2,0,0
2022-10-09,7,851274.5308,0.0009966321503,0,887793.7557,-0.56,-2,0,0
2022-10-10,7,837682.8808,0.004288234079,0,870356.8843,-0.56,-2,0,0
2022-10-11,7,834483.0508,0.0002352461066,0,868450.8476,-0.52,-2,0,0
2022-10-12,7,838746.9708,0.00215272249,0,870046.8759,-0.6,-2,0,0
2022-10-13,7,848110.9108,0.003460567252,0,876455.0629,-0.6,-2,0,0
2022-10-14,7,839682.8008,0.004613330669,0,868348.5025,-0.52,-2,0,0
2022-10-15,7,834820.1308,0.0007133447181,0,863940.6621,-0.52,-2,0,0
2022-10-16,7,843498.7308,0.00390605459,0,875044.9977,-0.52,-2,0,0
2022-10-17,7,856123.8208,0.001882135444,0,886653.7272,-0.6,-2,0,0
2022-10-18,7,846324.6708,0.0004867848655,0,877510.3917,-0.56,-2,0,0
2022-10-19,7,837290.3408,0.001621202409,0,870904.2564,-0.54,-2,0,0
2022-10-20,7,833725.4708,0.002763816184,0,864453.7205,-0.54,-2,0,0
2022-10-21,7,839183.1008,0.001153153481,0,869078.1339,-0.54,-2,0,0
2022-10-22,7,841055.6008,0.001180486286,0,870500.3933,-0.6,-2,0,0
2022-10-23,7,857369.0408,0.006877585492,0,887748.6115,-0.54,-2,0,0
2022-10-24,7,846787.6108,0.0009848733324,0,879047.3666,-0.56,-2,0,0
2022-10-25,7,880360.3908,0.03112981744,0,912360.8642,-0.6,-2,0,0
2022-10-26,7,911283.7108,0.02506294655,0,938162.452,-0.34,-1,0,0
2022-10-27,7,890212.0208,0.005475958706,0,921323.6874,-0.36,-1,0,0
2022-10-28,7,903448.9708,0.03292309498,0,945171.1197,-0.4,-1,0,0
2022-10-29,7,913551.7008,0.01221319009,0,960127.0125,-0.32,-1,0,0
2022-10-30,7,905424.6208,0.05422544473,0,969149.6881,-0.32,-1,0,0
2022-10-31,7,899386.1508,0.06217058796,0,983875.7965,-0.38,-1,0,0
2022-10-03,8,1000000,0,0,1000000,-1,0,0,0
2022-10-04,8,1030121.492,0.01038443817,0,1028892.107,-0.6,-2,0,0
2022-10-05,8,1023128.818,0.0004615508003,0,1021878.157,-0.5,-1,0,0
2022-10-06,8,1013966.855,0.01042683157,0,1021772.457,-0.48,-1,0,0
2022-10-07,8,997969.9899,0.002758895809,0,1005947.657,-0.54,-2,0,0
2022-10-08,8,982984.9494,0.00627823525,0,994154.5567,-0.52,-2,0,0
2022-10-09,8,988944.2374,0.0009966321503,0,999930.3067,-0.56,-2,0,0
2022-10-10,8,964537.548,0.004288234079,0,974939.8067,-0.56,-2,0,0
2022-10-11,8,959638.8269,0.0002352461066,0,967450.2067,-0.52,-2,0,0
2022-10-12,8,965899.2851,0.00215272249,0,978269.3567,-0.6,-2,0,0
2022-10-13,8,963245.0474,0.003460567252,0,972712.5567,-0.6,-2,0,0
2022-10-14,8,964880.296,0.004613330669,0,979651.0067,-0.52,-2,0,0
2022-10-15,8,953090.2383,0.0007133447181,0,963531.7567,-0.52,-2,0,0
2022-10-16,8,973462.2151,0.00390605459,0,986959.4067,-0.52,-2,0,0
2022-10-17,8,989630.4252,0.001882135444,0,1006174.157,-0.6,-2,0,0
2022-10-18,8,976511.7835,0.0004867848655,0,990553.2067,-0.56,-2,0,0
2022-10-19,8,962794.2282,0.001621202409,0,971210.1067,-0.54,-2,0,0
2022-10-20,8,957783.3089,0.002763816184,0,969307.5067,-0.54,-2,0,0
2022-10-21,8,967440.7314,0.001153153481,0,982278.4067,-0.54,-2,0,0
2022-10-22,8,974488.066,0.001180486286,0,992742.7067,-0.6,-2,0,0
2022-10-23,8,1005915.628,0.006877585492,0,1030938.157,-0.54,-2,0,0
2022-10-24,8,993604.8223,0.0009848733324,0,1015392.707,-0.56,-2,0,0
2022-10-25,8,1062258.93,0.03112981744,0,1103070.857,-0.6,-2,0,0
2022-10-26,8,1121021.606,0.02506294655,0,1183372.657,-0.34,-1,0,0
2022-10-27,8,1091550.755,0.005475958706,0,1144074.907,-0.36,-1,0,0
2022-10-28,8,1125147.907,0.03292309498,0,1174546.707,-0.4,-1,0,0
2022-10-29,8,1164714.464,0.01221319009,0,1223727.407,-0.32,-1,0,0
2022-10-30,8,1162233.431,0.05422544473,0,1201749.357,-0.32,-1,0,0
2022-10-31,8,1169142.497,0.06217058796,0,1188348.107,-0.38,-1,0,0
2022-11-01,8,1169648.634,0.00226108214,0,1192719.557,-0.4,-1,0,0
2022-11-02,8,1136032.777,0.006298208675,0,1147313.857,-0.4,-1,0,0
2022-11-03,8,1153903.608,0.01609134111,0,1156879.707,-0.4,-1,0,0
2022-11-04,8,1240415.678,0.05570817789,0,1242776.057,-0.4,-1,0,0
2022-11-05,8,1225015.265,0.01206697076,0,1229337.057,-0.24,-1,0,0
2022-11-06,8,1182473.691,0.01370163981,0,1185026.107,-0.2,-1,0,0
2022-11-07,8,1181242.695,0.005001651128,0,1184882.657,-0.34,-1,0,0
2022-11-08,8,1056841.651,0.1447055582,1,1008718.507,-0.38,-1,1,0
2022-11-09,8,869117.1964,0.3581070227,1,833528.3067,-0.42,-1,1,0
2022-11-10,8,1010139.402,0.09663846563,1,981923.5567,-0.56,-2,1,0
2022-11-11,8,988108.2622,0.02554307917,0,974373.5567,-0.5,-1,0,0
2022-11-12,8,963076.7097,0.004351938163,0,950190.9067,-0.58,-2,0,0
2022-11-13,8,937770.2702,0.005475336189,0,923192.1067,-0.56,-2,0,0
2022-11-14,8,951544.6979,0.005492270661,0,939643.5567,-0.52,-2,0,0
2022-11-15,8,953798.7943,0.01992859529,0,947155.8067,-0.56,-2,0,0
