date,account_value,daily_return,daily_volatility,volatility,turbulence,window
2021-08-03,1000000,0,0,0,0,1
2021-08-04,1034951.967787,0.03495196779,18030.962853098,0.194066094905886,0.0261400701053276,1
2021-08-05,1044657.707787,0.009377961782,18544.6357924447,0.185320715425737,0.00593970395643358,1
2021-08-06,1058505.387787,0.01325571036,19459.0892595797,0.184334314990378,0.00891435717849796,1
2021-08-07,1101130.277787,0.04026894005,20215.2924245192,0.178877710539311,0.0265190673802125,1
2021-08-08,1056650.787787,-0.04039439374,19884.3038785493,0.183712803598699,0.00614184520798731,1
2021-08-09,1095381.017787,0.03665376532,21006.8682154216,0.186716360340078,0.00920111255335002,1
2021-08-10,1149782.617787,0.04966454514,20691.7305542883,0.191810135809241,0.0326205065319224,1
2021-08-11,1208635.257787,0.05118588426,20647.9840599598,0.195547319645163,0.0195339141698936,1
2021-08-12,1192252.957787,-0.0135543787,20150.3383243921,0.19424340992875,0.0056721103789657,1
2021-08-13,1269837.057787,0.06507352277,21685.8409198096,0.202536039301333,0.0193741311680714,1
2021-08-14,1263376.867787,-0.0050874165,21354.6702427991,0.202730511055335,0.00209057703098423,1
2021-08-15,1280006.447787,0.01316280235,21299.3614191897,0.195502865212704,0.00165791007875777,1
2021-08-16,1285168.417787,0.004032768748,20828.3031371006,0.194652067596892,0.0187405017471556,1
2021-08-17,1242141.697787,-0.03347944083,20293.2896334445,0.199880515626066,0.00463109734029417,1
2021-08-18,1224677.547787,-0.01405970835,20298.5322617923,0.182653122073668,0.00136158084127148,1
2021-08-19,1333233.467787,0.08864041004,21220.792232554,0.183606887852353,0.01888402895011,1
2021-08-20,1406366.527787,0.05485390351,22399.1814349101,0.16154003614289,0.0166090526307945,1
2021-08-21,1387233.237787,-0.01360476776,22178.2584754294,0.163514470774949,0.00211493229218694,1
2021-08-22,1387047.777787,-0.0001336905684,22371.6321886108,0.16408742548163,0.000782300351901381,1
2021-08-23,1542772.357787,0.1122705234,22458.3787128234,0.191855708795314,0.104479303127334,1
2021-08-24,1457955.317787,-0.05497702858,21643.3257461977,0.205140375947977,0.0132367401259469,1
2021-08-25,1555538.187787,0.06693131731,22234.8815616909,0.211285734027147,0.0224685105587893,1
2021-08-26,1477984.997787,-0.04985617879,21267.4621093449,0.221527827393775,0.0149385364275827,1
2021-08-27,1528677.397787,0.03429831837,22272.5712751631,0.221878972068625,0.00956964886050872,1
2021-08-28,1503022.097787,-0.01678267765,22198.7383125903,0.224318630137205,0.00248206313897538,1
2021-08-29,1482930.597787,-0.0133674016,22144.8777636911,0.226154578174202,0.00174044099786479,1
2021-08-30,1422965.197787,-0.04043709132,21308.2433734005,0.232078830724544,0.0344300189541501,1
2021-08-31,1434092.797787,0.007820008541,21320.3563338113,0.231826355878173,0.0346816960700648,1
2021-09-01,1512913.297787,0.05496192445,22034.3224084629,0.235020701089019,0.0519300348762717,1
2021-09-02,1495294.597787,-0.01164554507,22249.6303814753,0.233633350450223,0.00486840894318918,1
2021-09-03,1510131.397787,0.009922325689,22570.4373192078,0.232646239184597,0.0053847578670847,1
2021-09-04,1538568.597787,0.01883094414,22539.797064576,0.232665634802679,0.00621922830304205,1
2021-09-05,1560514.697787,0.01426397239,23390.6846441403,0.232665301789022,0.00896231402156664,1
2021-09-06,1533622.997787,-0.01723258361,23824.7226732741,0.233027087349407,0.00882721705377263,1
2021-09-07,1294379.597787,-0.1559988344,21219.2999723873,0.284651686636538,0.0998128698141754,1
2021-09-08,1282942.897787,-0.008835661517,20822.9409253678,0.283524490662116,0.0112618937265884,1
2021-09-09,1302416.197787,0.01517861787,21000.1447216352,0.280068315248579,0.0111245011275745,1
2021-09-10,1240905.297787,-0.04722829776,20324.3179442597,0.280740666572052,0.0133029991988376,1
2021-09-11,1252341.997787,0.00921641645,20462.8970204628,0.280334783499066,0.000454816550040796,1
2021-09-12,1286961.197787,0.02764356706,20831.7471725585,0.273973271013102,0.00328379729690441,1
2021-09-13,1233795.997787,-0.0413106472,20350.9702882628,0.27737579786876,0.00614906961587888,1
2021-09-14,1280779.197787,0.03808020133,21337.0950086041,0.279742907158639,0.0075363810163712,1
2021-09-15,1333326.197787,0.04102736841,21770.06841375,0.282644829691574,0.00647178838906528,1
2021-09-16,1311689.197787,-0.01622783685,21600.9944842012,0.280836680357411,0.00158528945281384,1
2021-09-17,1256978.497787,-0.04171010945,21435.1044368225,0.284026523336844,0.0144365583973108,1
2021-09-18,1269651.597787,0.01008219315,21893.6810695466,0.269308945093154,0.00215993943159984,1
2021-09-19,1263160.497787,-0.005112504888,21422.2974235305,0.262969709680558,0.00813776848243199,1
2021-09-20,1125610.997787,-0.1088931298,19519.3622902958,0.284250092219538,0.0464528564118833,1
2021-09-21,1064718.297787,-0.05409746362,18495.7040662624,0.288393135037975,0.0154475976456112,1
2021-09-22,1171666.897787,0.10044779,19742.8336599908,0.283358318224822,0.0287974162809892,1
2021-09-23,1185576.397787,0.01187154816,20347.6689369656,0.2795950561103,0.00423776469753124,1
2021-09-24,1097482.897787,-0.07430436382,19435.5790447639,0.27728032596234,0.015676483716595,1
2021-09-25,1080791.497787,-0.01520880192,19372.5525353286,0.274220456410922,0.0013330631038192,1
2021-09-26,1063481.897787,-0.01601567003,19575.4746449843,0.270443230505897,0.0228866978579316,1
2021-09-27,1037208.397787,-0.02470516899,19129.0524366827,0.270749071426829,0.0058415577210953,1
2021-09-28,1029480.897787,-0.007450286766,18627.839191909,0.270762889706783,0.00920851561829612,1
2021-09-29,1136738.597787,0.1041861974,18843.4876806221,0.292894003073801,0.0647079194212938,1
2021-09-30,1197940.397787,0.05383981869,19888.9246098096,0.298899621359564,0.0132779238140557,1
2021-10-01,1303034.397787,0.08772890554,21846.517992654,0.307597687851307,0.0384820762651336,1
2021-10-02,1320343.997787,0.01328406988,21589.9958485282,0.307931611892408,0.0131826926361848,1
2021-10-03,1330853.397787,0.007959592362,21848.7279841067,0.307852636541523,0.000625727530597399,1
2021-10-04,1317871.197787,-0.009754793444,22338.9269744458,0.307087498363715,0.0146645777188425,1
