date,account_value,daily_volatility,window,
2021-10-06,1010116.8379,-0.0162814825426044,25163.2975581991,2
2021-10-07,1018476.0379,0.00827547832721852,24439.5004765323,2
2021-10-08,973661.4379,-0.0440016243213767,24527.9086428043,2
2021-10-09,979930.8379,0.00643899383909248,24994.6758963869,2
2021-10-10,938599.2379,-0.0421780786984662,24896.8594040667,2
2021-10-11,959497.2379,0.0222650937228084,26191.1700718981,2
2021-10-12,1031711.4379,0.0752625407844335,25499.9258907015,2
2021-10-13,1093476.6379,0.0598667396047485,26113.2329187943,2
2021-10-14,1097888.4379,0.00403465409967315,26064.3817158939,2
2021-10-15,1102068.0379,0.00380694418095401,28083.0998891413,2
2021-10-16,1081866.6379,-0.0183304472185711,27718.5447434076,2
2021-10-17,1093708.8379,0.0109460811389717,28020.9444118697,2
2021-10-18,1126216.8379,0.0297227185824133,28266.0819016196,2
2021-10-19,1133647.2379,0.00659766374462598,29305.9658083064,2
2021-10-20,1164297.6379,0.027036982030475,30051.5791208349,2
2021-10-21,1093708.8379,-0.0606277962800976,28289.6638341761,2
2021-10-22,1113213.6379,0.017833631149448,27596.3389734073,2
2021-10-23,1127610.0379,0.0129322885651652,27834.8272228312,2
2021-10-24,1105086.6379,-0.0199744585831699,27650.8781481397,2
2021-10-25,1126681.2379,0.0195410923084152,28667.1190771343,2
2021-10-26,1110427.2379,-0.0144264406410952,27393.4103360332,2
2021-10-27,1042160.4379,-0.0614779588161974,26544.0764043321,2
2021-10-28,1142470.8379,0.0962523584201007,27473.2812939558,2
2021-10-29,1231635.6379,0.078045580720376,28224.8253191103,2
2021-10-30,1226991.6379,-0.00377059566733409,28060.1048757773,2
2021-10-31,1218400.2379,-0.00700200370941738,27805.3104191751,2
2021-11-01,1280397.6379,0.0508842645228442,27608.6212625199,2
2021-11-02,1287595.8379,0.00562184729722388,28637.0971053636,2
2021-11-03,1320103.8379,0.0252470527188243,28478.3726579112,2
2021-11-04,1297580.4379,-0.0170618396472733,27789.310063717,2
2021-11-05,1410429.6379,0.086968943661508,27573.5324462717,2
2021-11-06,1481018.4379,0.0500477287935471,27807.4719234681,2
2021-11-07,1508650.2379,0.0186572964204148,28632.8916036168,2
2021-11-08,1517706.0379,0.00600258414608112,30591.7507622957,2
2021-11-09,1474749.0379,-0.0283039000486802,30340.4831800927,2
2021-11-10,1426219.2379,-0.0329071582708778,29395.8391515492,2
2021-11-11,1459423.8379,0.0232815538576601,29322.0785551836,2
2021-11-12,1455940.8379,-0.00238655824959785,29026.9499249604,2
2021-11-13,1508418.0379,0.0360434975336577,29146.9288289079,2
2021-11-14,1511436.6379,0.00200116938683809,29686.5313084346,2
2021-11-15,1471962.6379,-0.0261168738471534,28804.1413700754,2
2021-11-16,1367240.4379,-0.0711446046955401,27221.1851385901,2
2021-11-17,1342395.0379,-0.0181719318060552,27341.9426738518,2
2021-11-18,1235118.6379,-0.0799141809759815,25790.3677805856,2
2021-11-19,1349361.0379,0.092495082249135,26260.6636465722,2
2021-11-20,1403463.6379,0.0400949771635613,27008.7720975501,2
2021-11-21,1356327.0379,-0.0335859075554891,26535.7730965004,2
2021-11-22,1298973.6379,-0.0422858192732045,25461.0142262143,2
2021-11-23,1372813.2379,0.056844571626083,26008.1325553147,2
2021-11-24,1370955.6379,-0.00135313380488789,25833.5148700473,2
2021-11-25,1484269.2379,0.0826530026701458,26624.3271589687,2
2021-11-26,1363989.6379,-0.0810362412214217,24276.9648647799,2
2021-11-27,1393246.8379,0.0214497230675772,24730.2783699043,2
2021-11-28,1419717.6379,0.018999361261712,25886.9772479798,2
2021-11-29,1447813.8379,0.0197899915095504,26088.1447229235,2
2021-11-30,1445724.0379,-0.00144341761716478,25660.8787319686,2
2021-12-01,1457334.0379,0.00803057824013511,25779.3393159927,2
2021-12-02,1439686.8379,-0.0121092347677747,25465.2737914609,2
2021-12-03,1381869.0379,-0.0401599837394748,24179.1022116156,2
2021-12-04,1320568.2379,-0.044360788409557,22113.7372625348,2
2021-12-05,1295490.6379,-0.0189900069381338,22214.7892920775,2
2021-12-06,1364454.0379,0.0532334221355627,22667.3743234961,2
2021-12-07,1344020.4379,-0.0149756601779339,22747.393713603,2
2021-12-08,1410197.4379,0.0492380905333553,22657.4469301243,2
2021-12-09,1324283.4379,-0.0609233839822735,21359.9205617754,2
2021-12-10,1282951.8379,-0.0312105390863622,21217.3144214059,2
2021-12-11,1311048.0379,0.0218996529487728,22232.3571865708,2
2021-12-12,1324515.6379,0.0102723924758485,22534.6713711708,2
2021-12-13,1210041.0379,-0.0864275186524016,21043.8285674864,2
2021-12-14,1226527.2379,0.013624496594439,21797.6510544615,2
2021-12-15,1256713.2379,0.0246109495714771,22006.1821363018,2
2021-12-16,1222115.4379,-0.0275303855777105,21442.9788054878,2
2021-12-17,1220490.0379,-0.00132998892706313,20754.2573407771,2
2021-12-18,1239994.8379,0.0159811218398474,21065.2647940733,2
2021-12-19,1230474.6379,-0.0076776126069387,21001.7056988464,2
2021-12-20,1217007.0379,-0.0109450447698658,21108.5034289328,2
2021-12-21,1226991.6379,0.00820422535701086,22022.2733546234,2
2021-12-22,1239298.2379,0.0100298972053818,21886.1871389854,2
2021-12-23,1275057.0379,0.0288540715272811,22913.3771350668,2
2021-12-24,1259035.2379,-0.0125655555192948,22919.9584675967,2
2021-12-25,1271341.8379,0.00977462713476279,22710.666529779,2
2021-12-26,1269019.8379,-0.00182641672819914,22894.289198203,2
2021-12-27,1309190.4379,0.0316548242984721,22860.4629045496,2
2021-12-28,1240691.4379,-0.0523216470400406,21433.7846637141,2
2021-12-29,1194948.0379,-0.0368692799858645,20965.3591229347,2
2021-12-30,1204236.0379,0.00777272291799627,21256.4471719623,2
2021-12-31,1187749.8379,-0.0136901732560251,20839.9263647659,2
2021-12-03,1000000,-0.158071869941865,0,3
2021-12-04,969403.296324938,-0.030596703675062,22113.7372625348,3
2021-12-05,975391.932083379,0.00617765153176631,22214.7892920775,3
2021-12-06,1016105.38942267,0.0417406131833892,22667.3743234961,3
2021-12-07,1004599.39650732,-0.0113236215801271,22747.393713603,3
2021-12-08,1041415.26163088,0.0366473096157108,22657.4469301243,3
2021-12-09,968534.651645909,-0.0699822757262442,21359.9205617754,3
2021-12-10,925981.667112599,-0.0439354280830286,21217.3144214059,3
2021-12-11,962695.438621198,0.0396484863713123,22232.3571865708,3
2021-12-12,972368.65099722,0.0100480504923512,22534.6713711708,3
2021-12-13,889725.52080103,-0.0849915616998087,21043.8285674864,3
2021-12-14,905801.974744092,0.018069003942461,21797.6510544615,3
2021-12-15,938181.840414487,0.0357471793760915,22006.1821363018,3
2021-12-16,920059.787069188,-0.0193161416738707,21442.9788054878,3
2021-12-17,906835.441610013,-0.0143733544765613,20754.2573407771,3
2021-12-18,924823.237120114,0.0198357879332166,21065.2647940733,3
2021-12-19,916889.613716374,-0.00857852948034176,21001.7056988464,3
2021-12-20,916705.501340352,-0.000200801026936912,21108.5034289328,3
2021-12-21,929968.173446713,0.0144677566426395,22022.2733546234,3
2021-12-22,927683.539066182,-0.00245668018085346,21886.1871389854,3
2021-12-23,957090.739168034,0.0316996032197076,22913.3771350668,3
2021-12-24,942992.233927594,-0.014730583698569,22919.9584675967,3
2021-12-25,953589.649547063,0.0112380730595526,22710.666529779,3
2021-12-26,948160.806033955,-0.00569306044343779,22894.289198203,3
2021-12-27,954148.143810712,0.00631468600964578,22860.4629045496,3
2021-12-28,899084.935174046,-0.0577092865440712,21433.7846637141,3
2021-12-29,862422.862965833,-0.0407770954377251,20965.3591229347,3
2021-12-30,877008.237018262,0.0169120911315715,21256.4471719623,3
2021-12-31,867754.8830752,-0.0105510456486959,20839.9263647659,3
2022-01-01,890851.629933606,0.0266166717224966,21525.475293429,3
2022-01-02,902728.155932103,0.0133316543399962,21305.9949514826,3
2022-01-03,881943.179831754,-0.0230246237073306,20928.8198589733,3
2022-01-04,882012.312266217,7.83864947809906E-05,20637.22111172,3
2022-01-05,825028.525036298,-0.0646065666402167,19576.8477887978,3
2022-01-06,803413.434766637,-0.0261992035593072,19431.7674465128,3
2022-01-07,756981.243695508,-0.0577936452912515,18768.5761324069,3
2022-01-08,728054.011756955,-0.0382139348622869,18851.5957343793,3
2022-01-09,744183.654672299,0.0221544592226334,18921.292978963,3
2022-01-10,725295.795488797,-0.0253806423520808,18919.7567326403,3
2022-01-11,772276.543148671,0.064774603619772,19303.1993094277,3
2022-01-12,806749.486165868,0.0446380811679794,19821.3095103651,3
2022-01-13,779165.617900716,-0.0341913676279438,19220.3891232034,3
2022-01-14,798134.671894704,0.0243453427078774,19437.6604282328,3
2022-01-15,803639.742703687,0.00689742095267518,19444.0115719131,3
2022-01-16,809256.116107427,0.00698867055136524,19432.6079989577,3
2022-01-17,774369.917900716,-0.0431089707106768,19058.2254537095,3
2022-01-18,764436.242550908,-0.0128280749551038,19140.5807959999,3
2022-01-19,747153.654176389,-0.0226082796870637,18833.382847565,3
2022-01-20,721730.69494196,-0.0340264135661004,18395.6949724277,3
2022-01-21,621798.310154019,-0.138462151448301,16508.77951245,3
2022-01-22,582723.926218472,-0.0628409297636534,15901.9393665832,3
2022-01-23,617281.610154019,0.0593036983392901,16420.4958113877,3
2022-01-24,594491.891888867,-0.0369194835716322,16640.8222288383,3
2022-01-25,605552.102369748,0.0186044765820769,16773.3770122027,3
2022-01-26,600376.967238675,-0.00854614344632091,16704.9057576649,3
2022-01-27,602985.771232663,0.00434527661177058,16874.5879396111,3
2022-01-28,619372.497180234,0.0271759745077768,17111.6567868826,3
2022-01-29,630099.475124799,0.0173191060200458,17310.6724821443,3
2022-01-30,623096.1036162,-0.0111147077327938,17179.5239129171,3
2022-01-31,634623.622428189,0.018500386609847,17437.5075185367,3
2022-02-01,655930.308207951,0.0335737357179341,17520.7782592954,3
2022-02-02,629345.020431195,-0.0405306591936404,16701.5249525991,3
2022-02-03,634780.235401975,0.00863630408492948,16892.4293907202,3
2022-02-04,697037.608958493,0.0980770510554625,18828.040282899,3
2022-02-05,708039.216844617,0.0157833777470954,18730.4172835352,3
2022-02-06,718210.276625882,0.014365107947823,19189.6718182331,3
2022-02-07,739266.288404141,0.0293173356933559,19854.9047382404,3
2022-02-08,720731.655117284,-0.0250716603442959,19961.9914477995,3
2022-02-09,749243.507165204,0.0395595945390803,20086.2625498745,3
2022-02-10,717896.410357724,-0.0418383296053952,19711.8940217835,3
2022-02-11,686873.855715047,-0.0432131352031954,19218.5800553082,3
2022-02-12,687626.732362233,0.00109609157623599,19146.1351601349,3
2022-02-13,676908.119337521,-0.0155878364238253,19080.501580326,3
2022-02-14,689195.183659612,0.0181517461101162,19293.5903504253,3
2022-02-15,745407.345539723,0.0815620352737024,20177.6505490098,3
2022-02-16,732950.078622876,-0.0167120259699443,19876.0205176858,3
2022-02-17,682741.790146504,-0.0685016482578285,18350.9820555855,3
2022-02-18,663458.960904561,-0.0282432238955304,18120.9835498874,3
2022-02-19,661351.407012425,-0.0031766153090502,18173.5143710639,3
2022-02-20,628222.931560765,-0.0500920918900194,17412.0966275562,3
2022-02-21,605889.73724619,-0.0355497916306401,16780.7776010715,3
2022-02-22,626772.872428189,0.0344668904228587,17336.9588825036,3
2022-02-23,612939.628864156,-0.0220705843736368,16889.8118081424,3
2022-02-24,612934.807406484,-7.86612162908697E-06,17394.501736469,3
2022-02-25,647671.267887364,0.0566723574206214,17774.0460279445,3
2022-02-26,648616.576320325,0.00145954974356744,17723.8228431422,3
2022-02-27,615486.064542065,-0.0510787312378187,17094.6960598745,3
2022-02-28,683291.634257375,0.110165889402807,19591.2464718444,3
2022-03-01,699499.64927908,0.0237204938698253,20169.7521865011,3
2022-03-02,695349.195386945,-0.00593346100518063,19927.1467016028,3
2022-02-02,1000000,0,0,4
2022-02-03,1011112.129828,0.011112129828,16892.4293907202,4
2022-02-04,1126203.409828,0.11382642597669,18828.040282899,4
2022-02-05,1121028.589828,-0.00459492481983374,18730.4172835352,4
2022-02-06,1147982.149828,0.0240435973217557,19189.6718182331,4
2022-02-07,1187386.24304084,0.0343246567193956,19854.9047382404,4
2022-02-08,1192867.21385182,0.00461599655807327,19961.9914477995,4
2022-02-09,1201769.92385182,0.00746328668993486,20086.2625498745,4
2022-02-10,1178083.36385182,-0.019709729399852,19711.8940217835,4
2022-02-11,1147797.19385182,-0.025708002446429,19218.5800553082,4
2022-02-12,1143588.97385182,-0.00366634456203702,19146.1351601349,4
2022-02-13,1139155.30385182,-0.00387697861852104,19080.501580326,4
2022-02-14,1152176.86385182,0.0114308909030841,19293.5903504253,4
2022-02-15,1206494.04113714,0.0471430897368772,20177.6505490098,4
2022-02-16,1188353.5675129,-0.0150356926812023,19876.0205176858,4
2022-02-17,1097633.55344076,-0.0763409279462237,18350.9820555855,4
2022-02-18,1083019.46090986,-0.0133141816638978,18120.9835498874,4
2022-02-19,1085845.1462089,0.00260908081620819,18173.5143710639,4
2022-02-20,1040153.55151432,-0.042079291742572,17412.0966275562,4
2022-02-21,1002873.60931532,-0.0358408065277722,16780.7776010715,4
2022-02-22,1035940.46931532,0.0329721110345852,17336.9588825036,4
2022-02-23,1009415.24931532,-0.025604965522325,16889.8118081424,4
2022-02-24,1038516.13931532,0.0288294535076014,17394.501736469,4
2022-02-25,1062771.34931532,0.0233556408819906,17774.0460279445,4
2022-02-26,1060016.17931532,-0.00259243909969432,17723.8228431422,4
2022-02-27,1021576.94931532,-0.0362628710297879,17094.6960598745,4
2022-02-28,1169326.21931532,0.144628625478506,19591.2464718444,4
2022-03-01,1203433.99931532,0.0291687464426918,20169.7521865011,4
2022-03-02,1189143.02931532,-0.0118751589269795,19927.1467016028,4
2022-03-03,1150177.25931532,-0.0327679421561556,19275.7103679222,4
2022-03-04,1060721.18931532,-0.0777758986934341,17772.3298920766,4
2022-03-05,1067495.33931532,0.00638636247511235,17877.7771378827,4
2022-03-06,1040998.42931532,-0.0248215697288147,17444.650124674,4
2022-03-07,1029252.38931532,-0.0112834368133731,17252.3728453824,4
2022-03-08,1049388.24931532,0.0195635785828925,17583.5750972112,4
2022-03-09,1136238.41931532,0.0827626667791124,19059.9063227306,4
2022-03-10,1068085.96931532,-0.0599807653406647,17904.8804587526,4
2022-03-11,1049340.51931532,-0.0175505067368467,17589.6113492993,4
2022-03-12,1051452.78931532,0.00201295000156693,17623.5434513519,4
2022-03-13,1023589.09931532,-0.0265001817325,17152.8427861008,4
2022-03-14,1074801.66931532,0.0500323518824654,18025.6388510076,4
2022-03-15,1064271.90931532,-0.0097969330534328,17835.8950745643,4
2022-03-16,1113937.07931532,0.0466658657109076,18662.1825850039,4
2022-03-17,1108680.48931532,-0.00471892901099119,18560.0750530834,4
2022-03-18,1131476.95931532,0.0205618031702517,18926.8137643767,4
2022-03-19,1143466.61931532,0.0105964685372428,19132.3907708617,4
2022-03-20,1118018.88712013,-0.022254897314298,18711.8020130653,4
2022-03-21,1111031.29688661,-0.00624997512476647,18582.037437721,4
2022-03-22,1147881.66688661,0.033167715529944,19203.9757032658,4
2022-03-23,1161951.03688661,0.0122568121835767,19432.9040023107,4
2022-03-24,1191960.69688661,0.0258269574597647,19937.3481392508,4
2022-03-25,1200637.97688661,0.00727983734922217,20091.6104332287,4
2022-03-26,1206029.80688661,0.00449080414229583,20174.3161824738,4
2022-03-27,1268725.68688661,0.0519853486555615,21228.8049097923,4
2022-03-28,1276713.10688661,0.0062956240916038,21359.5450948818,4
2022-03-29,1285220.62688661,0.00666361138936408,21491.2749510126,4
2022-03-30,1275302.03688661,-0.00771742204607095,21319.718379285,4
2022-03-31,1233141.20688661,-0.0330594861299894,20612.1531018706,4
2022-04-01,1254189.95688661,0.0170692130653416,20934.3585977232,4
2022-04-02,1241421.28688661,-0.0101808102751012,20717.1516904279,4
2022-04-03,1257600.87688661,0.0130331179035741,20977.8623817697,4
2022-04-04,1262273.78688661,0.0037157337322861,21060.5807055588,4
2022-04-05,1232919.79123666,-0.0232548563987465,20575.4700129391,4
2022-04-06,1169850.12759315,-0.0511547175183627,19537.1574655595,4
2022-04-07,1177299.24759315,0.0063675848933965,19649.4337992846,4
2022-04-08,1145075.58759315,-0.0273708320682931,19099.51515614,4
2022-04-09,1158694.68759315,0.0118936253183303,19320.4351410561,4
2022-04-10,1142570.91759315,-0.0139154603647078,19054.3119474663,4
2022-04-11,1071380.81759315,-0.0623069420933305,17870.6839561526,4
2022-04-12,1086129.96759315,0.0137664869090468,18111.8627659627,4
2022-04-13,1115187.53759315,0.0267533084133488,18595.04698069,4
2022-04-14,1082545.16759315,-0.0292707449640716,18050.3965217782,4
2022-04-15,1099020.78759315,0.0152193372555815,18332.6310131634,4
2022-04-16,1094363.39759315,-0.00423776333676071,18247.1696920561,4
2022-04-17,1075376.22759315,-0.017349968065232,17935.3057206716,4
2022-04-18,1105764.99759315,0.0282587332881763,18446.8763345252,4
2022-04-19,1124496.55759315,0.0169399104156596,18761.3583529889,4
2022-04-20,1120826.09759315,-0.00326409180643126,18704.2849049094,4
2022-04-21,1097022.77759315,-0.0212372999264695,18314.0695604936,4
2022-04-22,1076189.17759315,-0.0189910368549582,17955.3502781037,4
2022-04-23,1068935.15759315,-0.00674046919540979,17837.0618943934,4
2022-04-24,1069153.43759315,0.000204203218922572,17844.2185039979,4
2022-04-25,1095589.70759315,0.0247263573874978,18283.966657042,4
2022-04-26,1032930.14759315,-0.0571925416656695,17241.6895390723,4
2022-04-27,1063332.32759315,0.0294329486566354,17752.0397360404,4
2022-04-28,1077051.74759315,0.0129022880655324,17976.0897835288,4
2022-04-29,1045991.02759315,-0.0288386515034308,17465.8060531282,4
2022-04-05,1000000,0,0,5
2022-04-06,930025.535193,-0.069974464807,19537.1574655595,5
2022-04-07,947266.349163,0.0185380006436298,19649.4337992846,5
2022-04-08,937026.449163,-0.0108099480247007,19099.51515614,5
2022-04-09,956432.489163,0.0207102371734912,19320.4351410561,5
2022-04-10,940136.699163,-0.017038097497358,19054.3119474663,5
2022-04-11,874639.299163,-0.0696679536691974,17870.6839561526,5
2022-04-12,888736.859163,0.0161181415167269,18111.8627659627,5
2022-04-13,915317.919163,0.0299088079063511,18595.04698069,5
2022-04-14,887075.919163,-0.0308548531703886,18050.3965217782,5
2022-04-15,892527.659163,0.0061457423003253,18332.6310131634,5
2022-04-16,898018.479163,0.00615198861752843,18247.1696920561,5
2022-04-17,877113.059163,-0.0232794986796764,17935.3057206716,5
2022-04-18,896921.159163,0.0225832916213814,18446.8763345252,5
2022-04-19,910477.189163,0.0151139594171805,18761.3583529889,5
2022-04-20,902926.599163,-0.00829300293282604,18704.2849049094,5
2022-04-21,875795.319163,-0.0300481567661761,18314.0695604936,5
2022-04-22,869591.749163,-0.00708335596715534,17955.3502781037,5
2022-04-23,860972.769163,-0.00991152458414644,17837.0618943934,5
2022-04-24,857441.079163,-0.00410197642305623,17844.2185039979,5
2022-04-25,882544.239163,0.0292768338373813,18283.966657042,5
2022-04-26,824782.689163,-0.0654489003914192,17241.6895390723,5
2022-04-27,848036.220573,0.0281935250527603,17752.0397360404,5
2022-04-28,862154.630573,0.0166483572959424,17976.0897835288,5
2022-04-29,826996.830573,-0.0407789957314659,17465.8060531282,5
2022-04-30,800425.520573,-0.0321298812978396,17034.7931045167,5
2022-05-01,829234.670573,0.0359922931734816,17404.849531228,5
2022-05-02,838529.960573,0.0112094806571185,17424.9670897237,5
2022-05-03,816579.440573,-0.0261773830776427,17067.5536452618,5
2022-05-04,863223.660573,0.0571214724280462,17951.963390644,5
2022-05-05,806674.550573,-0.0655092215179357,16522.6860934017,5
2022-05-06,790527.190573,-0.0200171927929673,16280.4137768799,5
2022-05-07,773622.360573,-0.0213842486401344,16041.3277082811,5
2022-05-08,739704.370573,-0.0438430838204805,15393.435466971,5
2022-05-09,654155.290573,-0.115653068176048,13605.9341941677,5
2022-05-10,687502.790573,0.0509779565809055,14018.7098122672,5
2022-05-11,611993.810573,-0.109830797831478,13185.1010253417,5
2022-05-12,575426.200573,-0.0597516010264259,13177.4235387305,5
2022-05-13,590007.310573,0.0253396699446086,13282.41841935,5
2022-05-14,603741.980573,0.0232788132517566,13647.2470348402,5
2022-05-15,629825.310573,0.0432027767478497,14209.0137535306,5
2022-05-16,594126.920573,-0.0566798275660317,13554.0496163824,5
2022-05-17,613811.500573,0.0331319442334232,13806.1531466042,5
2022-05-18,562283.770573,-0.0839471563369184,13034.2680748207,5
2022-05-19,592962.290573,0.0545605646215554,13761.9940425386,5
2022-05-20,575224.980573,-0.0299130489105129,13249.7766055608,5
2022-05-21,579950.850573,0.00821568979026677,13358.6289250082,5
2022-05-22,599938.010573,0.0344635411436199,13741.8637573826,5
2022-05-23,579457.300573,-0.0341380436629426,13199.6312576686,5
2022-05-24,581286.070573,0.00315600476202755,13452.2691080534,5
2022-05-25,570499.130573,-0.0185570247526607,13407.9119157218,5
2022-05-26,526341.130573,-0.0774023966621096,13285.7162140808,5
2022-05-27,507302.250573,-0.0361721303810579,13031.0124557184,5
2022-05-28,526356.200573,0.0375593642221743,13204.5106642448,5
2022-05-29,532625.460573,0.011910679485062,13405.9790999191,5
2022-05-30,586935.480573,0.101966623866559,14428.9399940629,5
2022-05-31,570266.040573,-0.0284008047762361,14472.9444787284,5
2022-06-01,533866.690573,-0.0638287174937265,13565.4577036342,5
2022-06-02,538624.380573,0.00891175659394203,13864.5385570623,5
2022-06-03,521310.300573,-0.0321449986752937,13525.4715810602,5
