date,account_value,daily_volatility,fear_greed,fear_greed_norm,window
2021-11-07,1329176.0162017,28632.8916036167,73,0.46,2
2021-11-08,1389674.39121681,30591.7507622957,75,0.5,2
2021-11-09,1369099.70435193,30340.4831800927,84,0.68,2
2021-11-10,1337422.83301501,29395.8391515492,75,0.5,2
2021-11-11,1359681.70510002,29322.0785551835,77,0.54,2
2021-11-12,1344529.80857962,29026.9499249603,74,0.48,2
2021-11-13,1340143.12569506,29146.9288289078,72,0.44,2
2021-11-14,1338899.2559429,29686.5313084345,74,0.48,2
2021-11-15,1317838.82550561,28804.1413700753,72,0.44,2
2021-11-16,1219516.66770372,27221.1851385901,71,0.42,2
2021-11-17,1239656.94279714,27341.9426738518,52,0.04,2
2021-11-18,1157299.74293405,25790.3677805855,54,0.08,2
2021-11-19,1235027.76361099,26260.6636465722,34,-0.32,2
2021-11-20,1269030.42346264,27008.77209755,43,-0.14,2
2021-11-21,1227564.5585727,26535.7730965004,49,-0.02,2
2021-11-22,1177876.73284326,25461.0142262143,50,0,2
2021-11-23,1244799.82631764,26008.1325553147,33,-0.34,2
2021-11-24,1226229.99552926,25833.5148700473,42,-0.16,2
2021-11-25,1295251.53753566,26624.3271589687,32,-0.36,2
2021-11-26,1159922.53287266,24276.9648647798,47,-0.06,2
2021-11-27,1176246.89462419,24730.2783699042,21,-0.58,2
2021-11-28,1233092.12318067,25886.9772479797,27,-0.46,2
2021-11-29,1271848.06870971,26088.1447229234,33,-0.34,2
2021-11-30,1315767.79755525,25660.8787319686,40,-0.2,2
2021-12-01,1304680.16886359,25779.3393159927,34,-0.32,2
2021-12-02,1284809.54389755,25465.2737914609,32,-0.36,2
2021-12-03,1203067.94611071,24179.1022116156,31,-0.38,2
2021-12-04,1165976.10427248,22113.7372625348,25,-0.5,2
2021-12-05,1186284.52406007,22214.7892920774,18,-0.64,2
2021-12-06,1227034.26075168,22667.374323496,16,-0.68,2
2021-12-07,1217127.05932832,22747.393713603,25,-0.5,2
2021-12-08,1249491.71872195,22657.4469301243,28,-0.44,2
2021-12-09,1158624.18374809,21359.9205617753,29,-0.42,2
2021-12-10,1105671.42941383,21217.3144214059,24,-0.52,2
2021-12-11,1159668.24666049,22232.3571865708,16,-0.68,2
2021-12-12,1171671.88413658,22534.6713711708,27,-0.46,2
2021-12-13,1075347.30853182,21043.8285674863,28,-0.44,2
2021-12-14,1099146.72759355,21797.6510544615,21,-0.58,2
2021-12-15,1140539.40068216,22006.1821363018,28,-0.44,2
2021-12-16,1121822.75313508,21442.9788054878,29,-0.42,2
2021-12-17,1097057.39982241,20754.257340777,23,-0.54,2
2021-12-18,1120110.94456834,21065.2647940732,24,-0.52,2
2021-12-19,1110746.34873385,21001.7056988463,29,-0.42,2
2021-12-20,1116476.61033471,21108.5034289327,25,-0.5,2
2021-12-21,1139287.16170765,22022.2733546233,27,-0.46,2
2021-12-22,1129864.83246761,21886.1871389853,45,-0.1,2
2021-12-23,1169073.2434268,22913.3771350667,34,-0.32,2
2021-12-24,1152779.91779337,22919.9584675966,41,-0.18,2
2021-12-25,1163712.14184749,22710.6665297789,39,-0.22,2
2021-12-26,1156968.576219,22894.289198203,37,-0.26,2
2021-12-27,1150337.0612398,22860.4629045496,40,-0.2,2
2021-12-28,1080479.41400934,21433.7846637141,41,-0.18,2
2021-12-29,1036870.52981386,20965.3591229347,27,-0.46,2
2021-12-30,1058409.05985226,21256.4471719622,22,-0.56,2
2021-12-31,1047616.51768352,20839.9263647659,28,-0.44,2
2021-12-03,1000000,0,-1,-1,3
2021-12-04,971816.730041314,22113.7372625348,25,-0.5,3
2021-12-05,964321.747664469,22214.7892920774,18,-0.64,3
2021-12-06,983703.723329645,22667.374323496,16,-0.68,3
2021-12-07,972000.370452809,22747.393713603,25,-0.5,3
2021-12-08,1009439.01615155,22657.4469301243,28,-0.44,3
2021-12-09,953383.225479294,21359.9205617753,29,-0.42,3
2021-12-10,928256.53418619,21217.3144214059,24,-0.52,3
2021-12-11,951807.111205358,22232.3571865708,16,-0.68,3
2021-12-12,962135.257209204,22534.6713711708,27,-0.46,3
2021-12-13,882468.861296073,21043.8285674863,28,-0.44,3
2021-12-14,898067.301855557,21797.6510544615,21,-0.58,3
2021-12-15,917785.107049587,22006.1821363018,28,-0.44,3
2021-12-16,892924.450147434,21442.9788054878,29,-0.42,3
2021-12-17,886614.676169129,20754.257340777,23,-0.54,3
2021-12-18,900659.975415318,21065.2647940732,24,-0.52,3
2021-12-19,894481.491220964,21001.7056988463,29,-0.42,3
2021-12-20,887343.384964588,21108.5034289327,25,-0.5,3
2021-12-21,900289.383586251,22022.2733546233,27,-0.46,3
2021-12-22,906495.525708642,21886.1871389853,45,-0.1,3
2021-12-23,935669.993987514,22913.3771350667,34,-0.32,3
2021-12-24,926123.873036237,22919.9584675966,41,-0.18,3
2021-12-25,931907.417851323,22710.6665297789,39,-0.22,3
2021-12-26,931872.571386962,22894.289198203,37,-0.26,3
2021-12-27,955375.219429446,22860.4629045496,40,-0.2,3
2021-12-28,903598.930366102,21433.7846637141,41,-0.18,3
2021-12-29,872691.043800342,20965.3591229347,27,-0.46,3
2021-12-30,880524.002099585,21256.4471719622,22,-0.56,3
2021-12-31,867549.747601376,20839.9263647659,28,-0.44,3
2022-01-01,894757.209512621,21525.475293429,21,-0.58,3
2022-01-02,898285.235289278,21305.9949514825,29,-0.42,3
2022-01-03,869053.083815496,20928.8198589733,29,-0.42,3
2022-01-04,859996.39903654,20637.22111172,23,-0.54,3
2022-01-05,806454.133488265,19576.8477887977,24,-0.52,3
2022-01-06,803079.494394593,19431.7674465128,15,-0.7,3
2022-01-07,764021.473827141,18768.5761324069,18,-0.64,3
2022-01-08,739422.110476724,18851.5957343792,10,-0.8,3
2022-01-09,752170.063991464,18921.292978963,23,-0.54,3
2022-01-10,732786.997939717,18919.7567326403,23,-0.54,3
2022-01-11,789457.766154074,19303.1993094276,21,-0.58,3
2022-01-12,826883.598693013,19821.309510365,22,-0.56,3
2022-01-13,804790.935074948,19220.3891232034,21,-0.58,3
2022-01-14,826903.707975337,19437.6604282328,21,-0.58,3
2022-01-15,833172.413452654,19444.011571913,23,-0.54,3
2022-01-16,838759.931188267,19432.6079989577,21,-0.58,3
2022-01-17,803513.773477442,19058.2254537095,22,-0.56,3
2022-01-18,798829.56851236,19140.5807959998,24,-0.52,3
2022-01-19,783312.901494755,18833.382847565,24,-0.52,3
2022-01-20,750013.637518523,18395.6949724276,24,-0.52,3
2022-01-21,657579.800839101,16508.77951245,19,-0.62,3
2022-01-22,617516.295571185,15901.9393665832,13,-0.74,3
2022-01-23,656864.570393857,16420.4958113876,11,-0.78,3
2022-01-24,641036.229615966,16640.8222288383,13,-0.74,3
2022-01-25,661055.998149417,16773.3770122026,12,-0.76,3
2022-01-26,646787.40193533,16704.9057576649,23,-0.54,3
2022-01-27,668369.024670939,16874.587939611,20,-0.6,3
2022-01-28,664856.341845062,17111.6567868826,24,-0.52,3
2022-01-29,671131.38070696,17310.6724821442,24,-0.52,3
2022-01-30,653492.966721001,17179.523912917,29,-0.42,3
2022-01-31,651593.621846073,17437.5075185366,20,-0.6,3
2022-02-01,666005.253051706,17520.7782592954,26,-0.48,3
2022-02-02,635832.393522772,16701.524952599,28,-0.44,3
2022-02-03,644730.2015934,16892.4293907201,20,-0.6,3
2022-02-04,697283.262966961,18828.0402828989,20,-0.6,3
2022-02-05,716108.182182141,18730.4172835352,33,-0.34,3
2022-02-06,728182.12829833,19189.671818233,37,-0.26,3
2022-02-07,752063.869658091,19854.9047382403,45,-0.1,3
2022-02-08,717480.836861571,19961.9914477995,48,-0.04,3
2022-02-09,739399.672956727,20086.2625498744,54,0.08,3
2022-02-10,725009.235582483,19711.8940217834,50,0,3
2022-02-11,700818.393737898,19218.5800553081,50,0,3
2022-02-12,705208.746331638,19146.1351601349,44,-0.12,3
2022-02-13,696793.161814743,19080.5015803259,44,-0.12,3
2022-02-14,706067.150300727,19293.5903504252,46,-0.08,3
2022-02-15,753063.88742097,20177.6505490098,46,-0.08,3
2022-02-16,743666.007099006,19876.0205176857,51,0.02,3
2022-02-17,697496.030609958,18350.9820555855,52,0.04,3
2022-02-18,691171.62185852,18120.9835498873,30,-0.4,3
2022-02-19,692369.004729524,18173.5143710639,25,-0.5,3
2022-02-20,659963.41497681,17412.0966275562,27,-0.46,3
2022-02-21,622080.720725623,16780.7776010714,25,-0.5,3
2022-02-22,650750.814183036,17336.9588825036,20,-0.6,3
2022-02-23,635306.393135311,16889.8118081424,25,-0.5,3
2022-02-24,633099.392558326,17394.5017364689,23,-0.54,3
2022-02-25,655235.318355026,17774.0460279444,27,-0.46,3
2022-02-26,653084.409589026,17723.8228431421,26,-0.48,3
2022-02-27,629350.409843951,17094.6960598745,26,-0.48,3
2022-02-28,697574.921784969,19591.2464718443,20,-0.6,3
2022-03-01,720064.658627232,20169.7521865011,51,0.02,3
2022-03-02,719007.084782174,19927.1467016028,52,0.04,3
2022-02-02,1000000,0,-1,-1,4
2022-02-03,1011112.129828,16892.4293907201,20,-0.6,4
2022-02-04,1126203.409828,18828.0402828989,20,-0.6,4
2022-02-05,1121059.02185407,18730.4172835352,33,-0.34,4
2022-02-06,1148041.37247897,19189.671818233,37,-0.26,4
2022-02-07,1187555.22603724,19854.9047382403,45,-0.1,4
2022-02-08,1192813.65360934,19961.9914477995,48,-0.04,4
2022-02-09,1201847.13573624,20086.2625498744,54,0.08,4
2022-02-10,1178089.56040905,19711.8940217834,50,0,4
2022-02-11,1147676.08244445,19218.5800553081,50,0,4
2022-02-12,1143499.03990516,19146.1351601349,44,-0.12,4
2022-02-13,1139016.00559236,19080.5015803259,44,-0.12,4
2022-02-14,1152085.19782401,19293.5903504252,46,-0.08,4
2022-02-15,1206577.18959091,20177.6505490098,46,-0.08,4
2022-02-16,1188407.92152156,19876.0205176857,51,0.02,4
2022-02-17,1097530.05741826,18350.9820555855,52,0.04,4
2022-02-18,1082888.32411984,18120.9835498873,30,-0.4,4
2022-02-19,1085721.23036329,18173.5143710639,25,-0.5,4
2022-02-20,1039863.3905728,17412.0966275562,27,-0.46,4
2022-02-21,1002429.83083468,16780.7776010714,25,-0.5,4
2022-02-22,1035581.71001654,17336.9588825036,20,-0.6,4
2022-02-23,1009037.72448647,16889.8118081424,25,-0.5,4
2022-02-24,1038084.01870115,17394.5017364689,23,-0.54,4
2022-02-25,1062286.45230057,17774.0460279444,27,-0.46,4
2022-02-26,1059509.04377309,17723.8228431421,26,-0.48,4
2022-02-27,1021114.71225482,17094.6960598745,26,-0.48,4
2022-02-28,1168867.26665912,19591.2464718443,20,-0.6,4
2022-03-01,1203033.11797452,20169.7521865011,51,0.02,4
2022-03-02,1188776.37421797,19927.1467016028,52,0.04,4
2022-03-03,1149865.88949941,19275.7103679221,39,-0.22,4
2022-03-04,1060375.75397597,17772.3298920766,33,-0.34,4
2022-03-05,1067197.78823639,17877.7771378826,22,-0.56,4
2022-03-06,1040730.73230057,17444.650124674,22,-0.56,4
2022-03-07,1029093.3605728,17252.3728453824,23,-0.54,4
2022-03-08,1049151.2988974,17583.5750972112,21,-0.58,4
2022-03-09,1135952.65168531,19059.9063227306,22,-0.56,4
2022-03-10,1067736.8810833,17904.8804587526,28,-0.44,4
2022-03-11,1049040.40504273,17589.6113492993,22,-0.56,4
2022-03-12,1051145.06524561,17623.5434513519,22,-0.56,4
2022-03-13,1023239.2607823,17152.8427861007,21,-0.58,4
2022-03-14,1074481.99565136,18025.6388510076,23,-0.54,4
2022-03-15,1063909.19296158,17835.8950745642,21,-0.58,4
2022-03-16,1113536.93052042,18662.1825850038,24,-0.52,4
2022-03-17,1108297.65711725,18560.0750530834,27,-0.46,4
2022-03-18,1131013.89330833,18926.8137643767,25,-0.5,4
2022-03-19,1143015.01640387,19132.3907708617,28,-0.44,4
2022-03-20,1117582.6667115,18711.8020130653,31,-0.38,4
2022-03-21,1110611.48082143,18582.037437721,30,-0.4,4
2022-03-22,1147454.12218919,19203.9757032657,26,-0.48,4
2022-03-23,1161492.63985279,19432.9040023106,31,-0.38,4
2022-03-24,1191477.77020617,19937.3481392508,40,-0.2,4
2022-03-25,1200129.89462372,20091.6104332286,47,-0.06,4
2022-03-26,1205526.49685538,20174.3161824737,51,0.02,4
2022-03-27,1268199.03481998,21228.8049097923,49,-0.02,4
2022-03-28,1276146.58669825,21359.5450948817,60,0.2,4
2022-03-29,1284621.15832127,21491.2749510126,56,0.12,4
2022-03-30,1274785.70552673,21319.7183792849,55,0.1,4
2022-03-31,1232614.83817077,20612.1531018706,52,0.04,4
2022-04-01,1253652.70379896,20934.3585977231,50,0,4
2022-04-02,1240804.53953853,20717.1516904279,52,0.04,4
2022-04-03,1257020.3068945,20977.8623817696,48,-0.04,4
2022-04-04,1261671.37775839,21060.5807055588,52,0.04,4
2022-04-05,1232406.3425817,20575.470012939,53,0.06,4
2022-04-06,1169362.13660012,19537.1574655594,48,-0.04,4
2022-04-07,1176890.27705163,19649.4337992845,34,-0.32,4
2022-04-08,1144575.84116818,19099.51515614,37,-0.26,4
2022-04-09,1158172.92923753,19320.4351410561,30,-0.4,4
2022-04-10,1142031.07578861,19054.3119474662,34,-0.32,4
2022-04-11,1070860.75625337,17870.6839561525,32,-0.36,4
2022-04-12,1085726.53396271,18111.8627659627,20,-0.6,4
2022-04-13,1114778.35593911,18595.0469806899,25,-0.5,4
2022-04-14,1082156.94040905,18050.3965217781,28,-0.44,4
2022-04-15,1098636.49746401,18332.6310131633,22,-0.56,4
2022-04-16,1093960.36746401,18247.169692056,28,-0.44,4
2022-04-17,1074951.77112243,17935.3057206716,28,-0.44,4
2022-04-18,1105361.37726113,18446.8763345252,24,-0.52,4
2022-04-19,1124094.35949278,18761.3583529889,27,-0.46,4
2022-04-20,1120415.85391034,18704.2849049094,27,-0.46,4
2022-04-21,1096588.07843265,18314.0695604936,27,-0.46,4
2022-04-22,1075790.39112243,17955.3502781037,26,-0.48,4
2022-04-23,1068518.09889078,17837.0618943934,24,-0.52,4
2022-04-24,1068728.48995754,17844.2185039979,24,-0.52,4
2022-04-25,1095126.77218919,18283.9666570419,23,-0.54,4
2022-04-26,1032504.8107233,17241.6895390723,27,-0.46,4
2022-04-27,1062874.46691438,17752.0397360403,21,-0.58,4
2022-04-28,1076682.75132531,17976.0897835288,24,-0.52,4
2022-04-29,1045619.71960416,17465.8060531281,23,-0.54,4
2022-04-05,1000000,0,-1,-1,5
2022-04-06,937362.702463326,19537.1574655594,48,-0.04,5
2022-04-07,950172.85296737,19649.4337992845,34,-0.32,5
2022-04-08,933861.765335144,19099.51515614,37,-0.26,5
2022-04-09,950007.09886958,19320.4351410561,30,-0.4,5
2022-04-10,934992.49666793,19054.3119474662,34,-0.32,5
2022-04-11,872649.240443129,17870.6839561525,32,-0.36,5
2022-04-12,886014.871692919,18111.8627659627,20,-0.6,5
2022-04-13,911445.662882878,18595.0469806899,25,-0.5,5
2022-04-14,883884.169839601,18050.3965217781,28,-0.44,5
2022-04-15,892385.926150238,18332.6310131633,22,-0.56,5
2022-04-16,894299.472887141,18247.169692056,28,-0.44,5
2022-04-17,875486.948789865,17935.3057206716,28,-0.44,5
2022-04-18,897182.196706941,18446.8763345252,24,-0.52,5
2022-04-19,911375.900711747,18761.3583529889,27,-0.46,5
2022-04-20,905575.840345732,18704.2849049094,27,-0.46,5
2022-04-21,881424.821724649,18314.0695604936,27,-0.46,5
2022-04-22,871128.257486976,17955.3502781037,26,-0.48,5
2022-04-23,863544.630169813,17837.0618943934,24,-0.52,5
2022-04-24,861432.787912488,17844.2185039979,24,-0.52,5
2022-04-25,885112.594186481,18283.9666570419,23,-0.54,5
2022-04-26,830019.378430914,17241.6895390723,27,-0.46,5
2022-04-27,853798.861390513,17752.0397360403,21,-0.58,5
2022-04-28,866826.787064727,17976.0897835288,24,-0.52,5
2022-04-29,835493.243550654,17465.8060531281,23,-0.54,5
2022-04-30,810946.933833354,17034.7931045166,20,-0.6,5
2022-05-01,835774.113204398,17404.849531228,22,-0.56,5
2022-05-02,841960.88367262,17424.9670897237,28,-0.44,5
2022-05-03,821735.353345162,17067.5536452617,27,-0.46,5
2022-05-04,867019.750239349,17951.9633906439,21,-0.58,5
2022-05-05,805709.70393809,16522.6860934016,27,-0.46,5
2022-05-06,791249.981058556,16280.4137768799,22,-0.56,5
2022-05-07,776227.30076348,16041.327708281,23,-0.54,5
2022-05-08,743252.988859355,15393.4354669709,18,-0.64,5
2022-05-09,656977.423422909,13605.9341941677,11,-0.78,5
2022-05-10,685519.155434361,14018.7098122671,10,-0.8,5
2022-05-11,622746.134192062,13185.1010253416,12,-0.76,5
2022-05-12,599643.052694093,13177.4235387305,12,-0.76,5
2022-05-13,610888.525937263,13282.41841935,10,-0.8,5
2022-05-14,626100.151579575,13647.2470348402,9,-0.82,5
2022-05-15,652677.512073866,14209.0137535306,10,-0.8,5
2022-05-16,618402.387756911,13554.0496163823,14,-0.72,5
2022-05-17,635356.156198459,13806.1531466041,8,-0.84,5
2022-05-18,589023.296099782,13034.2680748206,12,-0.76,5
2022-05-19,621493.858464635,13761.9940425385,13,-0.74,5
2022-05-20,601146.735686202,13249.7766055608,13,-0.74,5
2022-05-21,606163.146393391,13358.6289250082,13,-0.74,5
2022-05-22,625634.188009573,13741.8637573826,14,-0.72,5
2022-05-23,603055.709641945,13199.6312576686,10,-0.8,5
2022-05-24,608837.228813857,13452.2691080534,12,-0.76,5
2022-05-25,601248.756714673,13407.9119157218,11,-0.78,5
2022-05-26,571124.000139375,13285.7162140807,12,-0.76,5
2022-05-27,554603.709861841,13031.0124557184,12,-0.76,5
2022-05-28,569725.374007147,13204.5106642448,13,-0.74,5
2022-05-29,577248.080322785,13405.979099919,14,-0.72,5
2022-05-30,629797.6666045,14428.9399940628,10,-0.8,5
2022-05-31,620115.525943736,14472.9444787284,16,-0.68,5
2022-06-01,580826.839608527,13565.4577036342,17,-0.66,5
2022-06-02,589244.099710338,13864.5385570622,13,-0.74,5
2022-06-03,572213.194317942,13525.4715810601,10,-0.8,5
2022-06-04,578918.078503452,13595.5415181987,14,-0.72,5
2022-06-05,579662.408165373,13621.722854525,10,-0.8,5
2022-06-06,601532.396678502,14295.7764201536,13,-0.74,5
2022-06-07,591034.418812193,14190.4194577491,15,-0.7,5
2022-06-08,579401.221842881,13762.0076066498,17,-0.66,5
2022-06-09,578060.585809299,13717.6559321003,11,-0.78,5
2022-06-10,546791.827289748,13266.4943584765,13,-0.74,5
2022-06-11,517634.414545299,12984.8516521547,12,-0.76,5
2022-06-12,484273.082907067,12138.6650143278,14,-0.72,5
2022-06-13,409072.643848126,10270.8519746611,11,-0.78,5
2022-06-14,405949.032692027,10105.7201152955,8,-0.84,5
2022-06-15,414954.920666274,10307.4728760836,7,-0.86,5
2022-06-16,365953.095332903,9322.46476956604,7,-0.86,5
2022-06-17,369885.834268461,9348.79780540198,9,-0.82,5
2022-06-18,340585.773436482,8668.05472792419,6,-0.88,5
2022-06-19,378252.663203363,9389.38802345972,6,-0.88,5
2022-06-20,378210.737926183,9389.04740974645,9,-0.82,5
2022-06-21,379070.343786869,9459.14774283955,9,-0.82,5
2022-06-22,359207.792874751,9130.73974885691,11,-0.78,5
2022-06-23,385795.347093516,9634.90234658118,11,-0.78,5
2022-06-24,401414.265114813,9674.5451645106,11,-0.78,5
2022-06-25,406667.706648096,9790.28016092491,14,-0.72,5
2022-06-26,394780.351004444,9588.0671427179,14,-0.72,5
2022-06-27,391338.802266919,9450.06065003582,12,-0.76,5
2022-06-28,378673.786624581,9245.14092923172,10,-0.8,5
2022-06-29,369391.360608348,9182.01119736121,13,-0.74,5
2022-06-30,362611.061923417,9103.28654717746,11,-0.78,5
2022-07-01,354976.736823337,8794.41407070925,11,-0.78,5
2022-07-02,356070.837759444,8779.7507003597,14,-0.72,5
2022-06-03,1000000,0,-1,-1,6
2022-06-04,1008939.62872,13595.5415181987,14,-0.72,6
2022-06-05,1001574.02872,13621.722854525,10,-0.8,6
2022-06-06,988182.02872,14295.7764201536,13,-0.74,6
2022-06-07,972111.62872,14190.4194577491,15,-0.7,6
2022-06-08,966085.22872,13762.0076066498,17,-0.66,6
2022-06-09,970772.42872,13717.6559321003,11,-0.78,6
2022-06-10,959054.42872,13266.4943584765,13,-0.74,6
2022-06-11,903812.42872,12984.8516521547,12,-0.76,6
2022-06-12,853257.62872,12138.6650143278,14,-0.72,6
2022-06-13,746791.22872,10270.8519746611,11,-0.78,6
2022-06-14,746791.22872,10105.7201152955,8,-0.84,6
2022-06-15,782280.02872,10307.4728760836,7,-0.86,6
2022-06-16,703936.82872,9322.46476956604,7,-0.86,6
2022-06-17,722685.62872,9348.79780540198,9,-0.82,6
2022-06-18,659743.22872,8668.05472792419,6,-0.88,6
2022-06-19,720342.02872,9389.38802345972,6,-0.88,6
2022-06-20,725029.22872,9389.04740974645,9,-0.82,6
2022-06-21,737082.02872,9459.14774283955,9,-0.82,6
2022-06-22,717998.42872,9130.73974885691,11,-0.78,6
2022-06-23,766544.42872,9634.90234658118,11,-0.78,6
2022-06-24,804376.82872,9674.5451645106,11,-0.78,6
2022-06-25,802702.82872,9790.28016092491,14,-0.72,6
2022-06-26,783284.42872,9588.0671427179,14,-0.72,6
2022-06-27,782949.62872,9450.06065003582,12,-0.76,6
2022-06-28,759848.42872,9245.14092923172,10,-0.8,6
2022-06-29,735742.82872,9182.01119736121,13,-0.74,6
2022-06-30,735408.02872,9103.28654717746,11,-0.78,6
2022-07-01,726368.42872,8794.41407070925,11,-0.78,6
2022-07-02,731055.62872,8779.7507003597,14,-0.72,6
2022-07-03,734068.82872,8807.61842589445,11,-0.78,6
2022-07-04,775249.22872,9221.46188457605,14,-0.72,6
2022-07-05,772905.62872,9197.01462480443,19,-0.62,6
2022-07-06,799020.02872,9366.28601298057,18,-0.64,6
2022-07-07,808394.42872,9853.93005299916,18,-0.64,6
2022-07-08,806050.82872,9844.99975882963,20,-0.6,6
2022-07-09,814755.62872,9842.31649751554,24,-0.52,6
2022-07-10,785962.82872,9511.59867892645,24,-0.52,6
2022-07-11,755496.02872,9106.27954633626,22,-0.56,6
2022-07-12,738756.02872,8821.1916953298,16,-0.68,6
2022-07-13,771901.22872,9228.73885788783,15,-0.7,6
2022-07-14,798685.22872,9376.27340861792,18,-0.64,6
2022-07-15,798685.22872,9481.61754600389,15,-0.7,6
2022-07-16,836517.62872,9623.84517923521,21,-0.58,6
2022-07-17,829821.62872,9440.92615096751,24,-0.52,6
2022-07-18,884394.02872,10154.1592837921,20,-0.6,6
2022-07-19,899460.02872,10615.178337586,30,-0.4,6
2022-07-20,864640.82872,10540.6967827495,31,-0.38,6
2022-07-21,889416.02872,10493.7410863079,34,-0.32,6
2022-07-22,878702.42872,10283.1547976689,33,-0.34,6
2022-07-23,867988.82872,10171.0490704297,31,-0.38,6
2022-07-24,875354.42872,10220.5392582713,30,-0.4,6
2022-07-25,819108.02872,9661.15439167597,30,-0.4,6
2022-07-26,835178.42872,9631.66367683982,26,-0.48,6
2022-07-27,909504.02872,10385.2671280371,28,-0.44,6
2022-07-28,928252.82872,10784.0542084824,32,-0.36,6
2022-07-29,983160.02872,10747.8713540754,39,-0.22,6
2022-07-30,963741.62872,10693.3226071444,42,-0.16,6
2022-07-31,949010.42872,10533.6420488768,39,-0.22,6
2022-08-01,948340.82872,10532.0013652328,33,-0.34,6
2022-08-02,950349.62872,10399.7980247834,31,-0.38,6
2022-08-03,996217.22872,10319.2518701513,34,-0.32,6
2022-08-04,1044093.62872,10225.7835849625,30,-0.4,6
2022-08-05,1057820.42872,10521.7545231592,31,-0.38,6
2022-08-06,1055476.82871999,10363.1698774082,31,-0.38,6
2022-08-07,1080921.62872,10462.810512478,30,-0.4,6
2022-08-08,1087952.42872,10745.0740514226,30,-0.4,6
2022-08-09,1086278.42872,10450.3459165937,42,-0.16,6
2022-08-10,1101009.62872,10795.6193654123,31,-0.38,6
2022-08-11,1083600.02872,10782.084494878,41,-0.18,6
2022-08-12,1097996.42872,10985.3301306424,42,-0.16,6
2022-08-13,1085943.62872,10998.6907634893,46,-0.08,6
2022-08-14,1063512.02872,10946.5246977121,47,-0.06,6
2022-08-15,1069873.22872,10854.6590758356,45,-0.1,6
2022-08-16,1058490.02872,10747.2917141399,44,-0.12,6
2022-08-17,1027688.42872,10517.6610070247,41,-0.18,6
2022-08-18,998226.02872,10446.1164685478,30,-0.4,6
2022-08-19,934614.02872,9392.09977550044,33,-0.34,6
2022-08-20,950014.82872,9541.77704211793,29,-0.42,6
2022-08-21,1010948.42872,9704.88802229405,27,-0.46,6
2022-08-22,1004587.22872,9649.49566139426,29,-0.42,6
2022-08-23,1002243.62872,9701.8811963259,28,-0.44,6
2022-08-24,992534.42872,9628.71719827032,25,-0.5,6
2022-08-25,1008604.82872,9709.18500755627,25,-0.5,6
2022-08-26,936288.02872,9134.1198770556,27,-0.46,6
2022-08-27,930596.42872,9042.44096375653,28,-0.44,6
2022-08-28,925909.22872,8829.63685412939,28,-0.44,6
2022-08-29,957380.42872,9144.25038592132,24,-0.52,6
2022-08-30,942984.02872,8928.01581122031,27,-0.46,6
2022-08-03,1000000,0,-1,-1,7
2022-08-04,1016499.50814631,10225.7835849625,30,-0.4,7
2022-08-05,1039025.66226827,10521.7545231592,31,-0.38,7
2022-08-06,1029420.16834155,10363.1698774082,31,-0.38,7
2022-08-07,1045236.49090608,10462.810512478,30,-0.4,7
2022-08-08,1063878.64963347,10745.0740514226,30,-0.4,7
2022-08-09,1046996.53214386,10450.3459165937,42,-0.16,7
2022-08-10,1073180.69835126,10795.6193654123,31,-0.38,7
2022-08-11,1064998.68653741,10782.084494878,41,-0.18,7
2022-08-12,1082843.67180913,10985.3301306424,42,-0.16,7
2022-08-13,1078433.43484323,10998.6907634893,46,-0.08,7
2022-08-14,1065179.4106372,10946.5246977121,47,-0.06,7
2022-08-15,1062846.90099905,10854.6590758356,45,-0.1,7
2022-08-16,1051938.5217129,10747.2917141399,44,-0.12,7
2022-08-17,1025786.11435344,10517.6610070247,41,-0.18,7
2022-08-18,1009046.83382453,10446.1164685478,30,-0.4,7
2022-08-19,923257.12349913,9392.09977550044,33,-0.34,7
2022-08-20,937547.504911016,9541.77704211793,29,-0.42,7
2022-08-21,973691.050861179,9704.88802229405,27,-0.46,7
2022-08-22,968044.81802895,9649.49566139426,29,-0.42,7
2022-08-23,970170.363261025,9701.8811963259,28,-0.44,7
2022-08-24,961935.879232161,9628.71719827032,25,-0.5,7
2022-08-25,973716.489322846,9709.18500755627,25,-0.5,7
2022-08-26,909484.829724418,9134.1198770556,27,-0.46,7
2022-08-27,901990.459488289,9042.44096375653,28,-0.44,7
2022-08-28,888127.456416904,8829.63685412939,28,-0.44,7
2022-08-29,919909.290322863,9144.25038592132,24,-0.52,7
2022-08-30,901944.508090167,8928.01581122031,27,-0.46,7
2022-08-31,904219.817349892,9034.56172538915,23,-0.54,7
2022-09-01,904878.726290016,9066.33952752463,20,-0.6,7
2022-09-02,899300.805160074,8984.3133405595,25,-0.5,7
2022-09-03,896810.985877709,8931.56396556741,21,-0.58,7
2022-09-04,902855.562165217,9005.86336975836,20,-0.6,7
2022-09-05,894620.343935554,8902.58118459784,23,-0.54,7
2022-09-06,848678.918171345,8445.24742688783,22,-0.56,7
2022-09-07,885255.086753433,8662.37908300536,24,-0.52,7
2022-09-08,888283.716381084,8673.50677644797,20,-0.6,7
2022-09-09,957297.315326928,9612.72224529902,22,-0.56,7
2022-09-10,969235.306766157,9735.72984854357,28,-0.44,7
2022-09-11,971528.401109051,9821.77784596047,26,-0.48,7
2022-09-12,983665.322144513,10100.2842987457,25,-0.5,7
2022-09-13,904575.636636149,9088.87546129149,34,-0.32,7
