date,account_value,reward,daily_volatility,trade_count,window
2021-03-05,"1,000,000.00",0,0,0,1
2021-05-05,"1,068,493.81",6.84938144683838,26117.852514044,1,1
2021-05-06,"1,040,416.30",-2.80775094032288,25638.7861678491,0,1
2021-05-07,"1,024,515.01",-1.5901290178299,26077.2151972726,0,1
2021-05-08,"1,060,288.81",3.57737994194031,26707.1584226489,0,1
2021-05-09,"1,085,954.05",2.56652402877808,26407.741521014,0,1
2021-05-10,"1,035,673.81",-5.02802419662476,25269.4375761129,0,1
2021-05-11,"1,102,643.02",6.69692087173462,25612.364565465,0,1
2021-05-12,"975,859.36",-12.6783657073975,22393.9514307239,0,1
2021-05-13,"937,213.81",-3.86455488204956,22440.9926759951,0,1
2021-05-14,"988,921.72",5.1707911491394,22437.7854833691,0,1
2021-05-15,"924,594.52",-6.43272018432617,21089.5549030673,0,1
2021-05-16,"926,087.83",0.149331003427506,20946.9602081087,0,1
2021-05-17,"840,345.58",-8.57422542572022,19662.194767894,0,1
2021-05-18,"833,469.79",-0.687578976154327,19319.8516318498,0,1
2021-05-19,"549,445.51",-28.4024276733398,16664.2567535276,0,1
2021-05-20,"641,948.68",9.25031661987305,18385.309035398,0,1
2021-05-21,"535,021.12",-10.6927556991577,16932.7575524215,0,1
2021-05-22,"491,944.87",-4.30762481689453,17061.8642870018,0,1
2021-05-23,"427,880.23",-6.40646409988403,15798.849264598,0,1
2021-05-24,"567,233.95",13.9353723526001,17608.1518677704,0,1
2021-05-25,"563,197.09",-0.403685986995697,17374.734884144,0,1
2021-05-26,"622,240.27",5.90431785583496,17758.946222966,0,1
2021-05-27,"606,667.18",-1.55730903148651,17456.61717997,0,1
2021-05-28,"539,632.33",-6.70348501205444,16188.2464100738,0,1
2021-05-29,"500,609.35",-3.90229797363281,15724.6791918881,0,1
2021-05-30,"534,299.08",3.36897301673889,16184.2113350643,0,1
2021-05-31,"579,853.24",4.55541610717773,16867.8589751779,0,1
2021-06-01,"594,720.70",1.48674595355988,16616.8099259381,0,1
2021-06-02,"658,965.85",6.42451477050781,17003.5910028624,0,1
2021-06-03,"703,174.39",4.42085409164429,17754.369529094,0,1
2021-06-04,"641,177.41",-6.19969797134399,16661.7959941838,0,1
2021-06-05,"640,159.99",-0.101741999387741,16055.7873718752,0,1
2021-06-06,"646,149.64",0.598964989185333,16170.2523075368,0,1
2021-06-07,"587,451.07",-5.86985683441162,15149.0935489905,0,1
2021-06-08,"578,491.21",-0.895986020565033,15087.4858550809,0,1
2021-06-09,"616,299.85",3.78086400032043,16945.7295641986,0,1
2021-06-10,"577,572.25",-3.87276005744934,16646.2024486327,0,1
2021-06-11,"567,414.46",-1.0157790184021,16981.9273319262,0,1
2021-06-12,"564,050.41",-0.336405009031296,16138.0287093237,0,1
2021-06-13,"600,316.51",3.62661004066467,17738.3971809788,0,1
2021-06-14,"607,520.50",0.720399022102356,18426.1278467314,0,1
2021-06-15,"601,432.39",-0.608811020851135,18259.8267913387,0,1
2021-06-16,"569,826.73",-3.16056609153748,17457.4407787988,0,1
2021-06-17,"579,065.56",0.923883020877838,17334.2789764334,0,1
2021-06-18,"553,318.27",-2.57472896575928,16297.9941726643,0,1
2021-06-19,"548,149.12",-0.516915023326874,16155.5374821081,0,1
2021-06-20,"556,468.99",0.831987023353577,16192.0393053521,0,1
2021-06-21,"444,355.87",-11.2113122940063,14407.4484492316,0,1
2021-06-22,"430,144.81",-1.42110598087311,14835.1234892902,0,1
2021-06-23,"486,184.96",5.60401487350464,15357.4476441649,0,1
2021-06-24,"506,484.13",2.02991700172424,15813.556808201,0,1
2021-06-25,"460,847.92",-4.56362104415894,14410.0305871624,0,1
2021-06-26,"458,944.36",-0.190356001257896,14735.0874147398,0,1
2021-06-27,"477,356.38",1.84120202064514,15837.1712668947,0,1
2021-06-28,"475,928.71",-0.142766997218132,15718.473282488,0,1
2021-06-29,"493,635.10",1.77063894271851,16365.3939425552,0,1
2021-06-30,"498,426.82",0.479171991348267,15932.7553235723,0,1
2021-07-01,"471,711.34",-2.67154788970947,15248.1220596228,0,1
2021-07-02,"471,284.68",-0.0426659993827343,15370.6213099406,0,1
2021-05-03,"1,000,000.00",0,0,0,2
2021-07-03,"1,038,051.80",3.80517959594727,15767.6835108296,1,2
2021-07-04,"1,071,086.49",3.30346894264221,16035.3660587029,0,2
2021-07-05,"1,051,592.89",-1.94936001300812,15312.316016515,0,2
2021-07-06,"1,113,902.79",6.23098993301392,15530.1769785459,0,2
2021-07-07,"1,140,323.58",2.64207911491394,15361.0190357071,0,2
2021-07-08,"1,079,858.61",-6.04649686813355,14944.0368253078,0,2
2021-07-09,"1,104,051.56",2.41929507255554,15378.292550218,0,2
2021-07-10,"1,100,674.99",-0.337657004594803,15239.0209010356,0,2
2021-07-11,"1,121,700.23",2.10252404212952,15587.0858965028,0,2
2021-07-12,"1,100,674.99",-2.10252404212952,15060.1212152942,0,2
2021-07-13,"1,075,681.41",-2.49935793876648,14913.7213617282,0,2
2021-07-14,"1,077,282.67",0.160126000642777,14944.2965546146,0,2
2021-07-15,"1,100,640.18",2.33575105667114,14516.2016937865,0,2
2021-07-16,"1,054,586.55",-4.60536289215088,14295.3081343985,0,2
2021-07-17,"1,046,371.39",-0.82151597738266,14354.9842776252,0,2
2021-07-18,"1,051,871.37",0.549997985363007,14478.03761499,0,2
2021-07-19,"976,821.01",-7.50503587722778,14057.1809648806,0,2
2021-07-20,"920,776.91",-5.60441017150879,13574.2261335329,0,2
2021-07-21,"1,021,099.33",10.0322418212891,14630.1156354517,0,2
